,acc1,acc2,acc3,acc4,duration
4933326,,,,,4933326
4933328,17;-10;-7,10;-18;-8,8;-3;0,9;0;-3,4933328
4933602,,,,,4933602
4933611,10;-5;-1,8;-8;4,15;6;7,6;1;5,4933611
4933877,,,,,4933877
4933879,11;-2;3,6;2;5,7;-2;1,8;4;7,4933879
4934152,,,,,4934152
4934312,12;0;1,8;-4;3,7;1;2,10;-3;1,4934312
4934578,,,,,4934578
4934581,10;-5;7,13;3;3,14;-5;3,11;0;4,4934581
4934849,,,,,4934849
4934858,9;-2;4,10;-4;4,8;-3;1,9;-2;1,4934858
4935122,,,,,4935122
4935126,10;-3;5,10;0;0,11;1;2,9;-1;5,4935126
4935391,,,,,4935391
4935399,15;0;2,12;-2;5,11;0;1,8;0;0,4935399
4935666,,,,,4935666
4935668,8;-2;2,8;-2;2,4;-2;3,3;-3;1,4935668
4935942,,,,,4935942
4935951,3;-4;1,3;-1;0,4;-1;0,3;0;1,4935951
4936219,,,,,4936219
4936221,4;-1;1,0;-2;1,2;-2;0,0;0;1,4936221
4936485,,,,,4936485
4936494,0;-2;1,0;0;1,0;0;0,0;0;0,4936494
4936761,,,,,4936761
4936764,-1;-1;0,1;-1;-1,1;-2;1,0;-2;0,4936764
4937035,,,,,4937035
4937038,-2;0;0,0;0;0,0;-3;1,-1;-1;-1,4937038
4937319,,,,,4937319
4937322,-1;0;0,0;-2;1,0;-1;0,-1;-2;-1,4937322
4937588,,,,,4937588
4937591,-2;-1;0,-1;-5;0,-4;-2;1,-8;-2;0,4937591
4937862,,,,,4937862
4937865,-10;-2;-1,-8;0;-3,-8;1;-3,-11;-3;-1,4937865
4938131,,,,,4938131
4938134,-8;-4;0,-9;0;0,-8;0;0,-5;-4;-4,4938134
4938401,,,,,4938401
4938404,-6;-3;0,-5;-3;-1,-6;-5;-2,-6;0;-2,4938404
4938678,,,,,4938678
4938681,-8;0;-1,-7;-2;-1,-5;-1;-1,-6;0;-2,4938681
4938957,,,,,4938957
4938960,-5;-1;0,-5;-1;0,-4;-3;0,-4;-3;-1,4938960
4939234,,,,,4939234
4939237,-4;-1;-1,-3;-4;0,-4;0;-4,-3;0;1,4939237
4939508,,,,,4939508
4939511,0;-2;0,-1;-2;2,-1;1;2,-1;0;-1,4939511
4939777,,,,,4939777
4939780,-1;-3;0,-3;0;1,-2;-1;0,-4;-1;-2,4939780
4940057,,,,,4940057
4940060,-6;0;-1,-13;-1;-4,-9;1;-1,-4;0;0,4940060
4940333,,,,,4940333
4940336,-3;-3;0,-4;-2;0,-3;1;-1,-6;-2;-2,4940336
4940609,,,,,4940609
4940612,-6;-1;-2,-4;1;-1,-6;-3;-2,-6;0;-1,4940612
4940881,,,,,4940881
4940884,-7;2;0,-6;0;1,-7;-1;0,-5;1;-1,4940884
4941160,,,,,4941160
4941163,-4;-1;-1,-5;-2;-5,-6;0;-4,-7;-1;0,4941163
4941433,,,,,4941433
4941436,-6;0;0,-9;3;0,-7;0;0,-6;0;0,4941436
4941704,,,,,4941704
4941707,-5;-2;-2,-6;0;-3,-6;1;-5,-5;3;1,4941707
4941973,,,,,4941973
4941975,-6;2;1,-4;-3;2,-6;-2;0,-6;0;1,4941975
4942248,,,,,4942248
4942252,-3;0;1,-4;-2;-1,-7;1;-2,-6;2;-3,4942252
4942524,,,,,4942524
4942527,-3;0;-5,-4;0;-5,-5;1;-4,-5;3;-1,4942527
4942798,,,,,4942798
4942801,-4;-3;-7,-11;0;-4,-6;2;0,-4;0;-1,4942801
4943072,,,,,4943072
4943075,-8;-2;5,-4;-3;-7,-9;-4;-2,-2;5;-4,4943075
4943348,,,,,4943348
4943351,-2;-2;1,-6;0;-6,-8;0;-6,0;6;-2,4943351
4943624,,,,,4943624
4943627,0;3;-2,1;5;0,0;5;-3,-1;-7;0,4943627
4943899,,,,,4943899
4943902,-7;0;-3,-3;0;-8,-5;0;-1,-8;1;1,4943902
4944175,,,,,4944175
4944178,-3;-1;0,-5;2;-3,0;0;1,-1;0;0,4944178
4944449,,,,,4944449
4944452,-3;-1;0,-2;0;0,0;0;2,-2;0;0,4944452
4944726,,,,,4944726
4944729,0;-3;-2,-1;-2;0,-1;0;-2,1;2;-2,4944729
4945001,,,,,4945001
4945003,0;-4;3,-1;3;2,1;3;1,2;0;-1,4945003
4945275,,,,,4945275
4945278,0;-4;0,0;4;3,-1;0;0,0;5;0,4945278
4945551,,,,,4945551
4945553,0;1;2,-1;2;3,-1;2;3,-3;0;2,4945553
4945828,,,,,4945828
4945831,-2;2;-1,-4;0;-1,-1;-5;-5,-3;4;0,4945831
4946111,,,,,4946111
4946113,-6;0;-2,0;0;-8,1;1;-10,-4;3;-1,4946113
4946377,,,,,4946377
4946380,-5;-4;2,-1;1;0,-1;1;5,0;1;6,4946380
4946661,,,,,4946661
4946664,8;8;6,-2;-5;11,-1;-7;5,-2;0;5,4946664
4946928,,,,,4946928
4946931,1;1;-1,0;3;0,-1;-5;2,-8;-5;4,4946931
4947216,,,,,4947216
4947218,-2;-4;-2,-2;0;-1,-1;-1;5,0;0;1,4947218
4947485,,,,,4947485
4947488,-2;-1;3,-1;-3;0,-2;0;2,-1;-2;-3,4947488
4947762,,,,,4947762
4947765,-3;-5;3,-1;-5;7,-3;-7;5,-4;0;1,4947765
4948028,,,,,4948028
4948031,-3;-4;0,-5;-3;4,-1;0;1,-7;-3;0,4948031
4948320,,,,,4948320
4948323,-1;-5;-2,-7;-7;1,-2;-2;-1,-3;-2;1,4948323
4948604,,,,,4948604
4948608,-1;4;-2,-4;-2;2,-3;-6;-3,-3;-4;5,4948608
4948886,,,,,4948886
4948889,-3;-10;-4,-2;1;-3,0;-7;0,-4;-1;-4,4948889
4949172,,,,,4949172
4949174,-4;7;6,-6;-3;8,-3;-4;10,-3;-10;5,4949174
4949450,,,,,4949450
4949453,-4;-2;7,-8;-4;2,-8;-5;0,-3;-5;0,4949453
4949720,,,,,4949720
4949723,-1;-3;-1,-3;0;0,0;-5;-2,-1;-5;5,4949723
4949993,,,,,4949993
4949996,-2;-9;4,0;-2;0,0;0;0,0;0;-1,4949996
4950262,,,,,4950262
4950265,1;-2;-3,0;-2;-1,0;-1;0,0;-2;1,4950265
4950540,,,,,4950540
4950542,1;-3;0,-5;-2;1,-1;-1;1,1;-2;1,4950542
4950808,,,,,4950808
4950811,-3;0;4,-2;-2;6,-4;-3;1,0;-1;0,4950811
4951081,,,,,4951081
4951085,-4;-6;6,-3;-6;6,0;2;5,-3;-2;3,4951085
4951350,,,,,4951350
4951353,-2;-3;5,0;-8;3,-4;-4;0,-1;0;-4,4951353
4951625,,,,,4951625
4951628,-5;0;-4,-2;0;0,-3;-5;-5,-11;-4;2,4951628
4951902,,,,,4951902
4951905,0;-3;-1,-7;-4;1,-6;-3;3,-6;-2;5,4951905
4952176,,,,,4952176
4952179,-4;2;-2,-7;1;-3,-4;-5;-6,-6;3;1,4952179
4952445,,,,,4952445
4952449,-1;-1;1,-7;-1;0,-2;0;0,-8;-1;2,4952449
4952729,,,,,4952729
4952732,-7;-6;1,-5;-2;1,-4;-4;0,-5;-2;0,4952732
4952996,,,,,4952996
4952999,-7;-1;-1,-5;-2;0,-6;-2;2,-2;-6;-4,4952999
4953278,,,,,4953278
4953281,-6;-2;2,-5;-1;0,-4;-3;0,-6;-6;7,4953281
4953548,,,,,4953548
4953551,-8;0;1,-6;1;-3,-11;0;2,-3;2;-5,4953551
4953822,,,,,4953822
4953825,-3;0;0,-2;0;0,-3;0;1,-4;-1;0,4953825
4954097,,,,,4954097
4954100,1;0;-2,-6;0;3,-3;2;0,0;1;-1,4954100
4954373,,,,,4954373
4954375,-2;0;3,-4;-1;0,-5;0;3,2;4;10,4954375
4954648,,,,,4954648
4954651,-4;-1;3,0;1;13,0;3;2,-1;0;-5,4954651
4954932,,,,,4954932
4954935,-7;-3;-5,0;-2;-3,-2;0;-3,-3;-1;-2,4954935
4955198,,,,,4955198
4955201,-1;0;-5,-2;-4;0,-4;-4;-3,-3;-3;2,4955201
4955473,,,,,4955473
4955476,-3;0;-3,-5;-2;-1,-3;-3;-2,-7;-1;0,4955476
4955755,,,,,4955755
4955758,-5;-2;0,-5;-3;0,-5;0;0,-5;-7;0,4955758
4956033,,,,,4956033
4956035,-2;-6;-2,-6;-1;3,-3;-3;-4,-5;-2;3,4956035
4956299,,,,,4956299
4956302,-2;-1;-1,-4;-4;0,-4;-6;0,-3;-4;1,4956302
4956574,,,,,4956574
4956577,-1;-7;-1,-3;-9;0,1;-12;1,-3;-7;-3,4956577
4956837,,,,,4956837
4956840,0;-9;7,-3;-7;7,-1;-10;3,-1;-9;7,4956840
4957113,,,,,4957113
4957116,-3;-7;2,0;-11;5,-5;-9;-7,-3;-11;0,4957116
4957388,,,,,4957388
4957391,-5;-8;-7,-7;-6;2,-9;-10;-3,-7;-5;-11,4957391
4957675,,,,,4957675
4957678,-12;-8;1,-4;-7;-10,-10;10;-9,-3;-10;-13,4957678
4957952,,,,,4957952
4957954,-9;-3;3,-5;-8;2,-4;-14;1,0;-8;0,4957954
4958229,,,,,4958229
4958232,0;-16;-1,-5;-2;-1,-2;-13;-12,3;-10;-17,4958232
4958501,,,,,4958501
4958504,-4;-2;2,-3;-17;10,-4;-11;-4,-5;3;-4,4958504
4958777,,,,,4958777
4958780,-7;-8;1,-9;-1;5,-6;-2;9,-4;-10;1,4958780
4959052,,,,,4959052
4959055,3;-6;3,-1;-3;-10,-3;0;-6,-5;0;-5,4959055
4959330,,,,,4959330
4959333,2;-1;5,0;-1;3,-1;-9;8,0;-8;0,4959333
4959603,,,,,4959603
4959606,-2;-1;-4,0;-5;-5,0;-6;-3,-4;-2;-7,4959606
4959878,,,,,4959878
4959881,0;-3;-3,-6;0;-18,0;-13;-6,0;-6;0,4959881
4960150,,,,,4960150
4960153,-2;-5;10,-9;-3;1,-5;0;0,-5;-7;-3,4960153
4960422,,,,,4960422
4960424,-1;-4;-5,0;-5;0,1;-4;-1,5;-3;-3,4960424
4960698,,,,,4960698
4960701,0;-7;0,-2;1;-4,-8;11;30,3;-18;22,4960701
4960973,,,,,4960973
4960975,-3;-12;0,9;-4;2,12;-13;-18,5;1;-6,4960975
4961242,,,,,4961242
4961245,14;-9;-4,0;16;16,38;-8;-6,12;-45;-8,4961245
4961519,,,,,4961519
4961522,-10;-14;25,13;-13;-14,0;10;-3,5;-1;13,4961522
4961787,,,,,4961787
4961790,-5;0;-10,5;0;-18,0;-4;-8,-8;-6;13,4961790
4962061,,,,,4962061
4962064,8;-13;8,-2;-11;0,0;1;-7,-4;3;-1,4962064
4962331,,,,,4962331
4962334,-8;0;7,-5;-6;-4,-9;-9;-3,-4;-6;8,4962334
4962606,,,,,4962606
4962609,-6;5;29,-5;0;13,-7;-3;-2,-10;-5;18,4962609
4962881,,,,,4962881
4962884,-11;-6;4,-11;-6;0,1;-5;-6,-4;-2;-4,4962884
4963158,,,,,4963158
4963161,0;-12;-13,-1;2;-8,-7;-5;-6,-3;-16;-8,4963161
4963426,,,,,4963426
4963429,16;-26;-5,7;-26;34,-27;-7;42,-22;-16;38,4963429
4963701,,,,,4963701
4963704,-52;17;69,-10;-3;-2,-3;-3;-34,-6;-22;-23,4963704
4963976,,,,,4963976
4963984,9;-29;-6,-9;5;-3,3;-4;-15,-3;-16;-7,4963984
4964257,,,,,4964257
4964259,-5;-15;0,-10;-13;3,-11;-10;-1,-9;13;7,4964259
4964529,,,,,4964529
4964538,-6;-6;7,-1;-8;3,-7;0;-21,-8;-14;-5,4964538
4964802,,,,,4964802
4964805,-11;-11;-5,-13;-6;-6,-7;-14;-6,-5;-3;1,4964805
4965078,,,,,4965078
4965086,-10;-4;-5,-4;1;-8,-7;-13;5,-13;-10;3,4965086
4965359,,,,,4965359
4965362,-14;-15;2,-1;0;-4,-5;-6;-5,-8;-8;8,4965362
4965629,,,,,4965629
4965639,-7;0;3,-9;-11;4,-19;-8;1,-12;1;2,4965639
4965903,,,,,4965903
4965906,-3;1;-14,-11;-7;-6,-10;-3;2,-12;-9;-3,4965906
4966178,,,,,4966178
4966187,-6;-7;-1,-8;-16;-4,-9;-15;-7,-9;-4;1,4966187
4966448,,,,,4966448
4966451,-13;-1;10,-13;1;-1,-7;-6;2,1;-6;-7,4966451
4966716,,,,,4966716
4966724,-11;-10;-8,-5;-6;1,-9;-3;11,-8;-1;18,4966724
4966996,,,,,4966996
4967000,-9;-11;0,-7;0;-4,-8;-9;-12,4;-5;2,4967000
4967271,,,,,4967271
4967278,-8;3;-8,-10;-6;-7,-1;-12;-11,-12;-9;4,4967278
4967541,,,,,4967541
4967544,-9;-5;-7,-11;-4;4,-14;-7;0,-10;-21;-1,4967544
4967811,,,,,4967811
4967820,-10;-10;2,-11;-5;9,-12;-18;-2,-5;-7;-3,4967820
4968088,,,,,4968088
4968090,-5;-13;-4,-8;-14;-2,0;-8;-6,-4;-3;-3,4968090
4968361,,,,,4968361
4968369,-13;-13;-14,-1;-14;-5,-6;-5;-2,-12;-9;0,4968369
4968637,,,,,4968637
4968640,-2;-4;-1,-9;0;-2,-8;-7;0,-4;-6;-5,4968640
4968909,,,,,4968909
4968919,-4;-12;0,-13;-6;-7,-8;-9;0,-7;-10;-3,4968919
4969188,,,,,4969188
4969191,1;-12;0,-4;-10;-8,-7;-8;2,-8;-4;-2,4969191
4969462,,,,,4969462
4969612,-10;-4;4,-9;-5;1,-10;-3;3,-6;-7;5,4969612
4969876,,,,,4969876
4969879,-8;-5;-13,-9;-4;-4,-4;-16;-15,-3;-3;-5,4969879
4970161,,,,,4970161
4970170,-9;0;1,-5;-5;1,-8;-4;4,1;6;1,4970170
4970438,,,,,4970438
4970441,-10;-1;2,-4;-10;3,-1;1;4,-4;-15;-6,4970441
4970712,,,,,4970712
4970721,-3;-7;-2,-11;10;5,-8;-7;-10,-4;-9;0,4970721
4970988,,,,,4970988
4970991,-8;0;7,-6;0;6,-3;-5;-4,-5;-3;0,4970991
4971264,,,,,4971264
4971283,-8;-8;-7,-5;-1;-8,-12;-8;1,-4;-9;-2,4971283
4971551,,,,,4971551
4971554,-1;-4;-10,-2;-4;-15,-9;-3;-9,-10;-6;-2,4971554
4971832,,,,,4971832
4971835,-7;-1;0,-5;-1;-2,-8;0;-2,-6;-7;6,4971835
4972102,,,,,4972102
4972105,-8;-4;5,-1;-5;-3,-9;0;0,-8;0;4,4972105
4972384,,,,,4972384
4972387,-6;-7;3,-7;-1;1,-2;-9;0,-2;-6;-4,4972387
4972652,,,,,4972652
4972655,-7;-7;-1,-7;-1;0,-7;-3;-1,-7;0;-1,4972655
4972922,,,,,4972922
4972925,-10;0;6,-6;-5;0,-9;-1;5,-5;-3;4,4972925
4973191,,,,,4973191
4973194,-8;0;-5,-6;-10;3,-6;-10;-2,-10;-1;7,4973194
4973475,,,,,4973475
4973478,-1;-4;0,-4;-9;1,-10;-8;-4,-14;-3;-3,4973478
4973742,,,,,4973742
4973745,-4;-10;-8,-10;-10;3,-7;-5;1,-4;-3;5,4973745
4974023,,,,,4974023
4974026,-5;-5;2,-16;-11;0,-9;-1;-3,-6;-4;-2,4974026
4974291,,,,,4974291
4974295,-3;-5;-2,-11;0;-2,-10;0;-3,-5;1;-3,4974295
4974568,,,,,4974568
4974571,-5;-2;-7,-3;-9;-4,-6;-12;-4,-11;-5;-10,4974571
4974837,,,,,4974837
4974840,-7;-7;-10,-5;-1;0,-6;0;-2,-6;-2;-10,4974840
4975113,,,,,4975113
4975116,-7;4;-1,-9;-3;-3,-5;-5;-5,0;2;-8,4975116
4975381,,,,,4975381
4975384,-10;4;2,-6;4;6,-7;0;-2,-5;-4;0,4975384
4975663,,,,,4975663
4975665,-4;-4;2,-10;2;1,-6;-8;-3,-6;-7;0,4975665
4975938,,,,,4975938
4975941,-10;-5;-9,0;-4;-12,-1;-5;-6,-3;-5;-1,4975941
4976211,,,,,4976211
4976215,-3;-3;-3,-6;-7;0,1;-6;-6,2;-5;1,4976215
4976482,,,,,4976482
4976484,-1;-5;-2,-3;-4;0,-7;-1;-3,-3;-14;-10,4976484
4976771,,,,,4976771
4976774,0;0;0,-1;-10;1,-3;-9;-7,3;-2;-6,4976774
4977040,,,,,4977040
4977043,1;1;-4,-1;-1;2,-1;6;1,-2;1;1,4977043
4977314,,,,,4977314
4977317,-1;-1;8,0;1;2,-1;3;0,4;0;5,4977317
4977584,,,,,4977584
4977587,-1;-8;-11,-3;6;-7,-2;-2;-5,-9;-6;-5,4977587
4977864,,,,,4977864
4977867,-1;0;1,1;2;2,0;-2;-1,-7;-6;2,4977867
4978134,,,,,4978134
4978137,-8;-2;1,-10;-4;4,0;0;0,7;4;-9,4978137
4978407,,,,,4978407
4978410,-2;1;-9,-3;0;-4,0;2;-1,1;-8;-4,4978410
4978671,,,,,4978671
4978674,0;-1;0,-9;-4;3,-9;3;-5,-1;7;0,4978674
4978954,,,,,4978954
4978957,-7;-1;1,-3;-6;8,-3;-6;5,-7;-6;5,4978957
4979222,,,,,4979222
4979225,-2;-5;-12,-5;-6;-5,-4;0;0,-5;-3;-5,4979225
4979502,,,,,4979502
4979505,-4;0;-2,-7;-6;0,-3;-6;-2,-5;-6;2,4979505
4979773,,,,,4979773
4979776,-5;-13;5,-3;-10;-7,-8;-7;0,-2;-7;0,4979776
4980047,,,,,4980047
4980049,-4;-8;0,0;-4;-5,0;-4;5,0;-12;-1,4980049
4980319,,,,,4980319
4980322,-9;-17;-2,-5;-8;-2,-8;-10;5,-5;-17;1,4980322
4980592,,,,,4980592
4980595,-6;-12;-4,2;-8;-7,-4;-5;-1,-5;-12;-4,4980595
4980861,,,,,4980861
4980865,-5;-2;1,-8;-2;-11,-9;-9;-3,-10;-12;0,4980865
4981143,,,,,4981143
4981146,-11;-4;1,-6;-1;0,-1;1;-2,0;-10;2,4981146
4981411,,,,,4981411
4981414,-6;-12;-9,-1;-9;-6,-6;-11;3,0;-4;2,4981414
4981688,,,,,4981688
4981691,-4;-6;2,-6;-3;-5,-4;0;-3,-5;-7;-6,4981691
4981962,,,,,4981962
4981965,-10;-8;1,2;2;3,9;-11;-4,2;-15;13,4981965
4982243,,,,,4982243
4982246,-21;-12;7,18;-8;1,-3;-14;-7,-7;-9;4,4982246
4982520,,,,,4982520
4982523,-5;0;3,-5;-7;-9,3;-5;0,4;-18;0,4982523
4982794,,,,,4982794
4982797,-8;-10;14,-12;-8;3,-11;0;16,-2;-3;5,4982797
4983063,,,,,4983063
4983066,-2;-11;5,-4;-11;-5,-5;-11;-4,-2;-5;0,4983066
4983348,,,,,4983348
4983351,-2;-11;3,-7;-16;1,-11;-10;-4,-7;-2;-6,4983351
4983614,,,,,4983614
4983617,-5;0;-5,0;1;-11,-1;-3;0,3;0;-9,4983617
4983889,,,,,4983889
4983892,-7;6;-1,2;0;-11,-1;-1;2,-3;-4;-3,4983892
4984158,,,,,4984158
4984161,-7;-3;1,-4;-1;0,-6;2;0,-4;-1;-3,4984161
4984440,,,,,4984440
4984443,-7;1;-3,-6;-1;3,-6;-2;2,0;2;-3,4984443
4984715,,,,,4984715
4984718,-4;6;5,-3;5;3,-3;2;-4,-4;-1;0,4984718
4984990,,,,,4984990
4984993,-1;7;-2,-3;1;3,-5;2;12,0;6;-5,4984993
4985270,,,,,4985270
4985273,0;9;5,-8;3;4,-8;3;-4,-7;-6;-1,4985273
4985678,,,,,4985678
4985681,-14;9;12,-8;9;-9,-9;2;5,3;19;3,4985681
4985954,,,,,4985954
4985957,1;18;-2,-4;0;-4,-4;9;5,1;-2;1,4985957
4986237,,,,,4986237
4986240,-6;-1;-1,-3;-1;3,-8;-2;9,-5;7;3,4986240
4986504,,,,,4986504
4986507,-10;6;14,0;5;-3,-7;1;-6,-7;6;-9,4986507
4986789,,,,,4986789
4986792,-7;1;-8,-4;7;5,2;3;-6,-5;6;0,4986792
4987055,,,,,4987055
4987058,0;4;-2,-2;0;8,-3;0;1,-3;1;4,4987058
4987339,,,,,4987339
4987342,-6;10;-2,-8;2;2,0;8;-1,0;-2;-9,4987342
4987608,,,,,4987608
4987610,-5;5;0,-6;-7;0,-9;11;9,-12;0;0,4987610
4987880,,,,,4987880
4987883,-2;2;-6,-6;4;-2,-3;-1;0,-2;0;0,4987883
4988156,,,,,4988156
4988158,-3;9;-6,-1;2;-3,-11;-1;-2,0;1;0,4988158
4988431,,,,,4988431
4988434,-2;7;5,-2;6;-5,3;1;-7,-4;8;6,4988434
4988700,,,,,4988700
4988703,-2;3;3,3;0;0,-1;1;-9,-4;8;2,4988703
4988977,,,,,4988977
4988980,-7;-1;8,3;1;4,0;-1;-12,-3;0;5,4988980
4989244,,,,,4989244
4989247,-2;2;1,5;4;1,5;5;5,4;-7;-7,4989247
4989529,,,,,4989529
4989532,-2;11;10,-4;6;0,3;-5;0,-7;-14;-6,4989532
4989795,,,,,4989795
4989798,-4;-5;1,6;-3;7,12;-4;4,5;-10;-1,4989798
4990083,,,,,4990083
4990086,10;-5;0,1;0;0,5;-4;-3,9;-9;-5,4990086
4990358,,,,,4990358
4990361,8;1;9,8;0;4,8;-14;2,8;-6;-1,4990361
4990635,,,,,4990635
4990638,11;-7;-19,10;-2;-4,10;-4;-2,4;4;12,4990638
4990902,,,,,4990902
4990905,9;-5;6,9;-7;-5,7;-1;-2,9;-9;-2,4990905
4991184,,,,,4991184
4991187,11;-5;-1,8;-8;0,5;-5;5,7;-7;0,4991187
4991459,,,,,4991459
4991462,9;-8;3,8;-5;1,10;-9;-8,7;-5;3,4991462
4991738,,,,,4991738
4991741,7;-5;0,12;-8;-2,4;-5;7,6;-4;3,4991741
4992003,,,,,4992003
4992006,15;-10;9,7;-11;11,12;-14;4,10;-8;5,4992006
4992277,,,,,4992277
4992280,11;-12;2,16;-7;-3,14;-3;0,3;-9;4,4992280
4992547,,,,,4992547
4992550,14;-7;13,4;-9;11,19;-4;6,12;-2;0,4992550
4992823,,,,,4992823
4992825,4;-8;4,5;-6;-9,6;-11;5,11;-8;3,4992825
4993092,,,,,4993092
4993095,14;-6;8,6;-13;-1,7;-5;6,10;-3;5,4993095
4993367,,,,,4993367
4993370,9;-10;5,9;-9;6,9;-8;4,12;-9;5,4993370
4993637,,,,,4993637
4993640,10;-6;9,12;-4;3,19;-5;5,17;-9;3,4993640
4993913,,,,,4993913
4993916,16;-7;1,24;-4;6,20;-4;4,20;-7;3,4993916
4994189,,,,,4994189
4994192,26;-6;11,22;-2;4,20;-6;2,19;-3;-1,4994192
4994462,,,,,4994462
4994465,23;-2;13,25;1;9,19;-5;6,24;-7;4,4994465
4994737,,,,,4994737
4994740,25;-4;3,21;-9;7,23;-6;1,26;-4;2,4994740
4995004,,,,,4995004
4995007,23;-8;7,21;-6;4,21;-10;6,18;-8;10,4995007
4995275,,,,,4995275
4995278,22;-18;8,23;-10;1,20;-10;6,18;-10;7,4995278
4995550,,,,,4995550
4995553,25;-12;3,24;-11;2,23;-12;2,18;-14;-2,4995553
4995820,,,,,4995820
4995823,14;-22;0,24;-14;5,14;-27;6,22;-36;6,4995823
4996096,,,,,4996096
4996099,14;-27;9,14;-26;4,8;-26;4,10;-30;4,4996099
4996364,,,,,4996364
4996367,9;-26;2,13;-33;-1,3;-43;-6,10;-35;0,4996367
4996647,,,,,4996647
4996651,11;-31;-6,6;-30;8,9;-37;9,5;-28;6,4996651
4996915,,,,,4996915
4996918,10;-33;0,12;-39;0,11;-38;-4,7;-33;0,4996918
4997189,,,,,4997189
4997192,12;-37;0,10;-34;2,12;-36;2,8;-30;-2,4997192
4997469,,,,,4997469
4997472,6;-28;-3,8;-31;-4,7;-35;-2,10;-35;0,4997472
4997748,,,,,4997748
4997751,5;-32;4,1;-34;1,6;-26;0,-2;-36;8,4997751
4998017,,,,,4998017
4998020,6;-39;-2,-3;-28;13,-4;-36;-1,-6;-12;11,4998020
4998292,,,,,4998292
4998294,6;-34;5,8;-45;9,0;-39;2,-1;-33;0,4998294
4998568,,,,,4998568
4998572,-1;-47;-9,-1;-51;3,5;-24;-4,1;-49;-7,4998572
4998842,,,,,4998842
4998844,-3;-49;-1,-3;-34;3,-7;-28;11,-3;-20;2,4998844
4999116,,,,,4999116
4999119,-6;-29;7,-4;-34;-4,-12;-28;-6,-12;-28;-3,4999119
4999393,,,,,4999393
4999396,-8;-33;-2,-14;-42;6,-15;-34;4,-16;-24;-10,4999396
4999663,,,,,4999663
4999666,-17;-19;2,-16;-22;-4,-19;-20;-4,-20;-24;-6,4999666
4999940,,,,,4999940
4999943,-16;-21;-13,-18;-25;2,-21;-26;-4,-24;-16;0,4999943
5000217,,,,,5000217
5000220,-25;-10;3,-25;-7;-7,-23;-12;-8,-24;-2;-15,5000220
5000494,,,,,5000494
5000497,-24;0;-2,-21;-8;0,-25;-8;-1,-22;-9;-5,5000497
5000774,,,,,5000774
5000777,-28;-7;-4,-24;-23;-3,-21;-23;-15,-28;-3;-7,5000777
5001057,,,,,5001057
5001060,-27;-9;-9,-22;-12;-4,-27;-5;-15,-22;-8;-4,5001060
5001331,,,,,5001331
5001339,-24;-4;-3,-27;-9;-3,-20;-10;1,-26;0;-5,5001339
5001607,,,,,5001607
5001610,-26;-11;-5,-29;5;-2,-26;-1;-6,-27;-8;2,5001610
5001881,,,,,5001881
5001890,-27;-9;-9,-28;0;-5,-29;-1;-9,-24;-1;-5,5001890
5002170,,,,,5002170
5002172,-23;7;-6,-27;0;-1,-24;-9;0,-20;0;-2,5002172
5002446,,,,,5002446
5002583,-15;1;-3,-11;-8;1,-21;6;-9,-3;-13;-11,5002583
5002847,,,,,5002847
5002850,-9;2;3,-9;-10;4,-9;0;0,-13;3;-6,5002850
5003118,,,,,5003118
5003127,-18;-15;-5,-17;-13;-3,-25;0;0,-14;-3;0,5003127
5003396,,,,,5003396
5003399,-15;-3;1,-21;-5;6,-21;-3;-3,-21;-1;-4,5003399
5003670,,,,,5003670
5003678,-14;-5;-7,-17;-2;-2,-11;2;1,-18;-3;0,5003678
5003941,,,,,5003941
5003944,-11;0;-2,-25;-4;0,-16;2;-17,-14;5;-7,5003944
5004210,,,,,5004210
5004218,-17;8;3,-19;-4;-2,-14;-4;-7,-19;-8;-13,5004218
5004486,,,,,5004486
5004489,-18;-5;-11,-24;0;-7,-25;-6;0,-14;-5;-14,5004489
5004760,,,,,5004760
5004914,-19;0;-8,-16;-2;-17,-22;1;-3,-22;4;-12,5004914
5005179,,,,,5005179
5005182,-20;-1;-3,-16;-4;-5,-25;-1;2,-25;-4;3,5005182
5005454,,,,,5005454
5005457,-16;-1;-8,-18;-7;-10,-21;4;-8,-16;-7;-7,5005457
5005723,,,,,5005723
5005726,-16;-7;-10,-22;-3;0,-23;0;2,-18;-5;-3,5005726
5006003,,,,,5006003
5006006,-12;-8;-7,-21;1;-1,-21;-7;-5,-14;-9;-7,5006006
5006274,,,,,5006274
5006277,-22;-3;-8,-22;-5;-10,-23;-4;-5,-23;-2;-1,5006277
5006550,,,,,5006550
5006553,-21;-8;-10,-21;2;-4,-14;0;1,-9;-4;-7,5006553
5006827,,,,,5006827
5006830,-15;-12;2,-9;-8;-7,-11;-3;0,-5;-6;-3,5006830
5007104,,,,,5007104
5007107,-2;-8;-1,-5;-8;-1,2;-4;0,0;-10;-2,5007107
5007376,,,,,5007376
5007379,-7;-6;-1,-2;-4;0,-1;-9;-5,0;-10;-9,5007379
5007655,,,,,5007655
5007659,1;-5;-6,5;-8;0,0;-3;3,-1;-7;2,5007659
5007927,,,,,5007927
5007930,-2;-13;8,-5;-8;5,-2;-3;4,-1;-3;6,5007930
5008204,,,,,5008204
5008207,-5;-11;7,-1;-7;0,-2;-12;-9,-5;-13;6,5008207
5008477,,,,,5008477
5008479,-11;-3;2,-6;-4;3,2;-7;-6,0;-6;-9,5008479
