,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
4071,,,,,600465,6,2021-10-27
4072,11;-2;0,8;-4;1,13;-12;3,9;-9;8,600467,6,2021-10-27
4073,,,,,600733,6,2021-10-27
4074,10;-7;4,12;-8;0,17;-4;0,13;-3;1,600735,6,2021-10-27
4075,,,,,601015,6,2021-10-27
4076,18;-8;1,14;-9;2,15;-4;6,13;-1;-1,601018,6,2021-10-27
4077,,,,,601285,6,2021-10-27
4078,20;0;0,18;-3;5,20;-3;0,22;-2;0,601288,6,2021-10-27
4079,,,,,601552,6,2021-10-27
4080,25;-4;-2,18;-4;0,21;-7;2,22;-9;0,601560,6,2021-10-27
4081,,,,,601828,6,2021-10-27
4082,20;-7;5,19;-2;1,22;-4;4,23;-7;4,601831,6,2021-10-27
4083,,,,,602098,6,2021-10-27
4084,18;-2;0,24;-5;5,26;-10;9,20;-4;2,602106,6,2021-10-27
4085,,,,,602372,6,2021-10-27
4086,21;-2;3,24;-7;1,30;-3;3,20;-1;1,602375,6,2021-10-27
4087,,,,,602648,6,2021-10-27
4088,22;-2;0,23;-2;1,26;-4;6,20;0;2,602655,6,2021-10-27
4089,,,,,602921,6,2021-10-27
4090,20;-2;0,24;-3;6,29;-5;4,24;-3;5,602925,6,2021-10-27
4091,,,,,603191,6,2021-10-27
4092,20;-6;2,18;-4;0,23;-3;2,25;-4;4,603194,6,2021-10-27
4093,,,,,603467,6,2021-10-27
4094,19;-4;4,20;-2;4,25;-2;2,25;-4;7,603469,6,2021-10-27
4095,,,,,603741,6,2021-10-27
4096,24;-2;3,20;-2;3,20;-3;2,22;0;7,603744,6,2021-10-27
4097,,,,,604019,6,2021-10-27
4098,23;-3;6,25;-2;9,18;2;10,23;0;4,604021,6,2021-10-27
4099,,,,,604290,6,2021-10-27
4100,21;1;13,25;-3;6,29;-4;4,25;-5;12,604293,6,2021-10-27
4101,,,,,604562,6,2021-10-27
4102,21;0;10,19;-2;5,21;-5;10,27;-2;3,604565,6,2021-10-27
4103,,,,,604830,6,2021-10-27
4104,27;-5;9,25;-2;4,24;-1;-8,20;-3;1,604833,6,2021-10-27
4105,,,,,605111,6,2021-10-27
4106,18;1;5,18;6;9,19;2;10,24;2;10,605114,6,2021-10-27
4107,,,,,605392,6,2021-10-27
4108,24;0;3,24;2;7,24;1;6,21;0;3,605395,6,2021-10-27
4109,,,,,605658,6,2021-10-27
4110,21;4;4,20;3;7,23;6;6,23;4;8,605667,6,2021-10-27
4111,,,,,605932,6,2021-10-27
4112,21;2;6,15;2;4,7;1;1,1;3;5,605934,6,2021-10-27
4113,,,,,606208,6,2021-10-27
4114,0;4;0,0;7;-2,0;6;-1,-1;5;-2,606215,6,2021-10-27
4115,,,,,606482,6,2021-10-27
4116,0;8;2,0;5;4,0;6;0,0;8;-4,606484,6,2021-10-27
4117,,,,,606757,6,2021-10-27
4118,-7;16;2,-12;10;5,-14;6;4,-14;11;0,606767,6,2021-10-27
4119,,,,,607033,6,2021-10-27
4120,-16;8;-4,-15;12;-3,-15;13;0,-15;16;-1,607036,6,2021-10-27
4121,,,,,607307,6,2021-10-27
4122,-16;18;-4,-15;20;0,-11;19;9,-11;19;-4,607310,6,2021-10-27
4123,,,,,607584,6,2021-10-27
4124,-14;14;-13,-13;16;-11,-14;21;-4,-18;24;-5,607587,6,2021-10-27
4125,,,,,607852,6,2021-10-27
4126,-13;23;-2,-17;30;-5,-13;31;0,-10;28;-1,607855,6,2021-10-27
4127,,,,,608134,6,2021-10-27
4128,-10;33;3,-13;30;0,-9;26;-10,-10;28;-8,608137,6,2021-10-27
4129,,,,,608409,6,2021-10-27
4130,-9;26;-9,-12;33;-2,-8;33;-3,-5;32;0,608412,6,2021-10-27
4131,,,,,608685,6,2021-10-27
4132,-5;34;-3,-4;33;-3,-4;35;-4,-8;34;-4,608688,6,2021-10-27
4133,,,,,608959,6,2021-10-27
4134,-6;31;-4,-5;33;-5,-4;31;0,-5;33;0,608962,6,2021-10-27
4135,,,,,609242,6,2021-10-27
4136,-8;31;-2,-11;30;-4,-11;28;0,-14;27;-5,609245,6,2021-10-27
4137,,,,,609511,6,2021-10-27
4138,-11;21;-1,-14;25;-5,-17;24;-5,-14;18;-1,609513,6,2021-10-27
4139,,,,,609787,6,2021-10-27
4140,-15;16;-3,-14;14;-2,-17;12;-6,-17;9;-3,609790,6,2021-10-27
4141,,,,,610055,6,2021-10-27
4142,-19;3;-6,-16;-2;-6,-19;3;-3,-20;2;-5,610058,6,2021-10-27
4143,,,,,610361,6,2021-10-27
4144,-19;-3;-3,-21;-3;-6,-24;-1;-4,-23;-3;-3,610363,6,2021-10-27
4145,,,,,610629,6,2021-10-27
4146,-21;2;-7,-24;3;-7,-23;0;-4,-23;1;-4,610632,6,2021-10-27
4147,,,,,610904,6,2021-10-27
4148,-24;0;-5,-23;2;-5,-23;2;-4,-22;2;-7,610907,6,2021-10-27
4149,,,,,611169,6,2021-10-27
4150,-22;5;0,-27;0;-7,-25;-4;-4,-20;3;-8,611172,6,2021-10-27
4151,,,,,611439,6,2021-10-27
4152,-21;5;-6,-24;-1;-6,-21;-2;6,-19;-2;-3,611448,6,2021-10-27
4153,,,,,611713,6,2021-10-27
4154,-19;0;-8,-21;3;-13,-26;-1;-2,-21;0;-1,611716,6,2021-10-27
4155,,,,,611987,6,2021-10-27
4156,-17;-1;-6,-21;0;-6,-21;0;-3,-18;1;-5,611995,6,2021-10-27
4157,,,,,612263,6,2021-10-27
4158,-15;-5;-4,-17;0;-4,-14;0;-2,-15;0;-2,612267,6,2021-10-27
4159,,,,,612533,6,2021-10-27
4160,-13;0;0,-12;3;0,-14;4;-2,-11;0;-1,612541,6,2021-10-27
4161,,,,,612809,6,2021-10-27
4162,-16;0;-2,-21;-1;1,-16;1;-7,-23;-2;-4,612812,6,2021-10-27
4163,,,,,613078,6,2021-10-27
4164,-21;4;-2,-17;2;-3,-20;0;-4,-15;2;-4,613085,6,2021-10-27
4165,,,,,613351,6,2021-10-27
4166,-21;5;-8,-20;4;-9,-13;2;-5,-18;5;-9,613354,6,2021-10-27
4167,,,,,613626,6,2021-10-27
4168,-18;0;-4,-19;2;-5,-24;0;-8,-20;-2;-1,613636,6,2021-10-27
4169,,,,,613914,6,2021-10-27
4170,-15;0;-7,-21;-3;-4,-21;0;-7,-23;0;0,613917,6,2021-10-27
4171,,,,,614191,6,2021-10-27
4172,-16;-3;-6,-18;3;-5,-18;-2;-4,-17;3;-3,614194,6,2021-10-27
4173,,,,,614466,6,2021-10-27
4174,-16;3;0,-15;0;-4,-20;-3;0,-13;0;-12,614469,6,2021-10-27
4175,,,,,614740,6,2021-10-27
4176,-21;4;-10,-16;-2;-5,-19;3;-8,-20;3;-13,614744,6,2021-10-27
4177,,,,,615017,6,2021-10-27
4178,-10;4;-3,-18;0;-10,-18;-2;-3,-19;0;0,615020,6,2021-10-27
4179,,,,,615290,6,2021-10-27
4180,-15;2;-4,-12;4;-3,-13;2;-2,-13;0;-8,615293,6,2021-10-27
4181,,,,,615566,6,2021-10-27
4182,-14;1;-4,-15;0;-2,-18;1;-6,-18;2;-10,615569,6,2021-10-27
4183,,,,,615841,6,2021-10-27
4184,-20;-3;-2,-17;-3;-2,-19;-1;-7,-12;5;-13,615844,6,2021-10-27
4185,,,,,616118,6,2021-10-27
4186,-19;-4;2,-18;-10;2,-15;2;-5,-20;0;-2,616120,6,2021-10-27
4187,,,,,616388,6,2021-10-27
4188,-11;-1;5,-13;-3;4,-11;1;-2,-17;-7;-1,616391,6,2021-10-27
4189,,,,,616662,6,2021-10-27
4190,-12;4;-8,-13;-1;-4,-12;4;0,-10;1;0,616665,6,2021-10-27
4191,,,,,616930,6,2021-10-27
4192,-9;3;0,-10;0;-3,-8;3;2,-12;-1;-7,616933,6,2021-10-27
4193,,,,,617212,6,2021-10-27
4194,-13;3;-5,-6;2;3,-13;-3;-4,-9;1;-3,617214,6,2021-10-27
4195,,,,,617481,6,2021-10-27
4196,-13;-2;-8,-13;-7;6,-8;-2;-1,-9;-1;-1,617483,6,2021-10-27
4197,,,,,617754,6,2021-10-27
4198,-13;-5;0,-16;-3;0,-11;-6;-8,-16;-1;1,617756,6,2021-10-27
4199,,,,,618019,6,2021-10-27
4200,-15;-7;0,-17;0;-8,-16;3;1,-17;0;0,618022,6,2021-10-27
4201,,,,,618289,6,2021-10-27
4202,-19;-1;1,-12;-1;-8,-12;-4;-2,-12;1;0,618298,6,2021-10-27
4203,,,,,618569,6,2021-10-27
4204,-11;-2;-5,-11;-6;0,-11;-3;0,-11;2;-6,618572,6,2021-10-27
4205,,,,,618845,6,2021-10-27
4206,-5;0;-8,-8;-1;0,-14;0;0,-7;-3;-2,618852,6,2021-10-27
4207,,,,,619120,6,2021-10-27
4208,-12;0;0,-4;-3;-1,-11;-4;-3,-7;0;-2,619123,6,2021-10-27
4209,,,,,619396,6,2021-10-27
4210,-12;0;0,-14;1;-1,-5;1;-4,-5;0;-2,619404,6,2021-10-27
4211,,,,,619670,6,2021-10-27
4212,-7;1;3,-9;2;-4,-12;1;6,-9;0;-10,619673,6,2021-10-27
4213,,,,,619947,6,2021-10-27
4214,-9;-1;-5,-5;-3;-11,-13;-1;-1,-7;0;0,619954,6,2021-10-27
4215,,,,,620228,6,2021-10-27
4216,-9;0;-6,-6;-2;-3,-7;6;-4,-7;0;-8,620231,6,2021-10-27
4217,,,,,620497,6,2021-10-27
4218,-7;0;-7,-8;-1;10,-6;2;2,-10;-1;1,620499,6,2021-10-27
4219,,,,,620771,6,2021-10-27
4220,-7;5;6,-5;-2;-2,-8;-1;-8,-9;4;2,620774,6,2021-10-27
4221,,,,,621047,6,2021-10-27
4222,-7;6;-5,-11;1;-6,-9;0;-15,-11;-2;-3,621050,6,2021-10-27
4223,,,,,621322,6,2021-10-27
4224,-11;4;0,-8;2;-6,-8;5;2,-8;2;-7,621325,6,2021-10-27
4225,,,,,621597,6,2021-10-27
4226,-3;-4;-12,-8;0;0,-12;2;-2,-7;1;-8,621600,6,2021-10-27
4227,,,,,621879,6,2021-10-27
4228,-2;-5;-2,-13;2;-3,-6;-1;-3,-5;-5;-3,621882,6,2021-10-27
4229,,,,,622148,6,2021-10-27
4230,-13;0;-6,0;-3;0,-7;2;8,-14;3;2,622151,6,2021-10-27
4231,,,,,622424,6,2021-10-27
4232,-7;4;-8,-4;-3;1,-12;9;4,-12;0;-1,622426,6,2021-10-27
4233,,,,,622709,6,2021-10-27
4234,-10;0;1,-12;2;7,-6;2;3,-9;1;4,622712,6,2021-10-27
4235,,,,,622980,6,2021-10-27
4236,-7;-3;-2,-5;1;-6,-9;-2;15,-15;0;-3,622983,6,2021-10-27
4237,,,,,623249,6,2021-10-27
4238,-4;-1;6,-4;-3;1,-6;-1;0,-9;4;4,623252,6,2021-10-27
4239,,,,,623524,6,2021-10-27
4240,-4;0;0,-9;0;1,-7;0;-2,-6;4;0,623532,6,2021-10-27
4241,,,,,623800,6,2021-10-27
4242,-11;5;7,-2;-3;-8,-5;0;-3,-2;1;1,623803,6,2021-10-27
4243,,,,,624068,6,2021-10-27
4244,-11;0;-4,-9;2;-2,-5;-5;-5,-5;1;-3,624076,6,2021-10-27
4245,,,,,624344,6,2021-10-27
4246,-4;0;-1,-11;6;2,-4;-1;0,-7;-3;-10,624347,6,2021-10-27
4247,,,,,624613,6,2021-10-27
4248,-10;5;-1,-1;2;-2,-2;4;4,-9;2;-2,624621,6,2021-10-27
4249,,,,,624888,6,2021-10-27
4250,-4;4;-13,-6;-4;5,-1;0;-1,0;1;0,624890,6,2021-10-27
4251,,,,,625162,6,2021-10-27
4252,-3;4;1,-4;7;5,1;3;2,-4;0;-2,625171,6,2021-10-27
4253,,,,,625444,6,2021-10-27
4254,-4;3;4,-3;3;6,-4;0;3,0;4;0,625447,6,2021-10-27
4255,,,,,625714,6,2021-10-27
4256,-3;5;-15,0;-7;-6,-1;0;5,1;-2;0,625717,6,2021-10-27
4257,,,,,625998,6,2021-10-27
4258,-3;2;-3,-3;2;2,-2;6;1,-1;0;7,626000,6,2021-10-27
4259,,,,,626277,6,2021-10-27
4260,-5;3;0,-5;7;2,-4;6;0,-2;3;1,626280,6,2021-10-27
4261,,,,,626552,6,2021-10-27
4262,-6;2;-5,0;0;-6,0;5;-2,5;0;-2,626554,6,2021-10-27
4263,,,,,626828,6,2021-10-27
4264,1;1;-4,0;1;-3,0;3;-2,-1;-2;-3,626831,6,2021-10-27
4265,,,,,627102,6,2021-10-27
4266,0;2;-3,-1;-1;4,-3;2;-1,-2;0;6,627105,6,2021-10-27
4267,,,,,627372,6,2021-10-27
4268,5;-2;4,2;-1;0,2;6;-1,0;1;-4,627375,6,2021-10-27
4269,,,,,627647,6,2021-10-27
4270,0;-1;4,2;-2;-7,0;-1;-3,0;1;0,627649,6,2021-10-27
4271,,,,,627916,6,2021-10-27
4272,2;2;1,3;0;1,2;2;8,4;0;-1,627919,6,2021-10-27
4273,,,,,628188,6,2021-10-27
4274,1;1;-2,5;0;-1,0;3;-1,3;6;1,628195,6,2021-10-27
4275,,,,,628467,6,2021-10-27
4276,2;1;2,1;0;-2,1;3;0,1;-2;-2,628469,6,2021-10-27
4277,,,,,628740,6,2021-10-27
4278,1;-2;4,-2;1;-7,0;2;0,-2;8;2,628749,6,2021-10-27
4279,,,,,629012,6,2021-10-27
4280,0;0;2,3;1;4,0;3;0,3;0;7,629015,6,2021-10-27
4281,,,,,629280,6,2021-10-27
4282,3;5;-2,0;2;-2,4;2;0,0;2;3,629283,6,2021-10-27
4283,,,,,629557,6,2021-10-27
4284,0;-1;1,1;0;5,1;0;4,0;0;2,629560,6,2021-10-27
4285,,,,,629831,6,2021-10-27
4286,3;-3;-5,6;1;4,1;0;-5,0;1;1,629833,6,2021-10-27
4287,,,,,630113,6,2021-10-27
4288,3;2;0,3;5;2,3;0;7,0;0;4,630116,6,2021-10-27
4289,,,,,630382,6,2021-10-27
4290,0;4;0,2;0;7,2;-1;0,3;3;5,630384,6,2021-10-27
4291,,,,,630654,6,2021-10-27
4292,1;5;0,0;3;1,0;2;10,3;2;3,630658,6,2021-10-27
4293,,,,,630919,6,2021-10-27
4294,-2;4;1,0;2;8,-1;4;-3,2;6;3,630922,6,2021-10-27
4295,,,,,631190,6,2021-10-27
4296,0;2;0,0;-3;10,-2;9;-5,-1;7;7,631198,6,2021-10-27
4297,,,,,631470,6,2021-10-27
4298,3;2;1,-1;7;3,3;2;-5,2;1;-5,631473,6,2021-10-27
4299,,,,,631747,6,2021-10-27
4300,0;1;-4,1;0;2,0;1;0,1;0;-6,631754,6,2021-10-27
4301,,,,,632020,6,2021-10-27
4302,0;6;0,-1;7;3,0;0;-3,3;4;0,632024,6,2021-10-27
4303,,,,,632290,6,2021-10-27
4304,-1;0;-1,0;2;2,1;1;5,0;1;-5,632298,6,2021-10-27
4305,,,,,632570,6,2021-10-27
4306,-1;6;4,0;-1;4,1;-2;4,-1;-1;0,632573,6,2021-10-27
4307,,,,,632847,6,2021-10-27
4308,0;2;0,1;-2;-5,1;0;-4,0;2;2,632850,6,2021-10-27
4309,,,,,633121,6,2021-10-27
4310,-1;2;3,-4;1;2,0;-1;4,1;2;6,633124,6,2021-10-27
4311,,,,,633391,6,2021-10-27
4312,1;4;6,-2;3;3,-1;-1;4,2;8;8,633394,6,2021-10-27
4313,,,,,633672,6,2021-10-27
4314,1;0;3,-2;0;7,-1;3;5,-1;3;-4,633675,6,2021-10-27
4315,,,,,633947,6,2021-10-27
4316,4;6;-4,0;1;4,-2;3;0,-2;4;-1,633950,6,2021-10-27
4317,,,,,634224,6,2021-10-27
4318,1;5;1,-1;7;12,-2;7;0,-1;2;1,634227,6,2021-10-27
4319,,,,,634491,6,2021-10-27
4320,3;1;4,0;3;8,5;4;5,2;2;2,634494,6,2021-10-27
4321,,,,,634761,6,2021-10-27
4322,1;4;5,2;3;-1,0;4;1,2;2;6,634769,6,2021-10-27
4323,,,,,635038,6,2021-10-27
4324,1;1;4,1;1;4,0;-1;6,0;5;3,635041,6,2021-10-27
4325,,,,,635307,6,2021-10-27
4326,2;7;0,0;4;-4,0;0;-2,0;4;-2,635314,6,2021-10-27
4327,,,,,635587,6,2021-10-27
4328,0;8;7,3;4;5,0;2;6,1;4;3,635590,6,2021-10-27
4329,,,,,635857,6,2021-10-27
4330,-2;3;2,0;4;9,0;2;2,-3;9;6,635860,6,2021-10-27
4331,,,,,636131,6,2021-10-27
4332,1;3;3,0;6;4,-1;6;4,0;7;4,636133,6,2021-10-27
4333,,,,,636407,6,2021-10-27
4334,0;6;-2,-1;9;1,-2;5;5,0;4;-5,636410,6,2021-10-27
4335,,,,,636682,6,2021-10-27
4336,-2;7;5,0;7;-1,4;4;0,-1;4;-2,636685,6,2021-10-27
4337,,,,,636950,6,2021-10-27
4338,-1;5;-2,0;-1;3,0;4;6,0;4;3,636953,6,2021-10-27
4339,,,,,637225,6,2021-10-27
4340,-4;4;9,-2;10;7,-3;11;5,-3;7;5,637229,6,2021-10-27
4341,,,,,637499,6,2021-10-27
4342,-4;4;-5,-4;7;2,0;5;0,-1;8;6,637501,6,2021-10-27
4343,,,,,637775,6,2021-10-27
4344,-2;12;-1,-1;7;0,-1;5;1,-1;6;-3,637777,6,2021-10-27
4345,,,,,638048,6,2021-10-27
4346,-5;5;-4,-6;5;-9,-6;7;-3,-1;5;6,638051,6,2021-10-27
4347,,,,,638313,6,2021-10-27
4348,-6;6;2,-5;3;4,-7;5;7,-3;12;0,638322,6,2021-10-27
4349,,,,,638589,6,2021-10-27
4350,-3;3;0,-3;6;1,-6;5;-5,0;8;-1,638593,6,2021-10-27
4351,,,,,638866,6,2021-10-27
4352,0;4;0,-7;3;0,-5;9;-3,-5;5;-1,638873,6,2021-10-27
4353,,,,,639148,6,2021-10-27
4354,-3;7;3,-1;8;3,-2;7;4,-5;7;4,639151,6,2021-10-27
4355,,,,,639417,6,2021-10-27
4356,-4;3;5,-1;0;-2,-1;0;-4,-3;2;1,639425,6,2021-10-27
4357,,,,,639690,6,2021-10-27
4358,-3;6;-3,-5;13;0,-4;7;-2,-3;3;-2,639693,6,2021-10-27
4359,,,,,639966,6,2021-10-27
4360,-1;6;3,-1;2;3,-3;0;5,-5;3;0,639969,6,2021-10-27
4361,,,,,640241,6,2021-10-27
4362,-3;3;-5,-3;2;-6,-3;0;-1,-4;0;0,640244,6,2021-10-27
4363,,,,,640517,6,2021-10-27
4364,-3;1;4,-2;3;-6,-3;0;5,-11;0;3,640519,6,2021-10-27
4365,,,,,640791,6,2021-10-27
4366,0;1;6,-8;2;4,-3;0;4,-3;-2;1,640794,6,2021-10-27
4367,,,,,641067,6,2021-10-27
4368,-1;0;2,-3;-3;9,-5;2;7,-7;1;5,641070,6,2021-10-27
4369,,,,,641334,6,2021-10-27
4370,-11;5;14,1;4;7,-4;5;-6,-3;0;0,641337,6,2021-10-27
4371,,,,,641606,6,2021-10-27
4372,-4;3;-9,-8;0;4,-7;0;9,-3;1;2,641609,6,2021-10-27
4373,,,,,641880,6,2021-10-27
4374,-5;6;-1,-3;4;0,-8;4;-1,-4;1;1,641882,6,2021-10-27
4375,,,,,642157,6,2021-10-27
4376,-1;1;0,0;6;-7,-2;3;1,0;7;-1,642160,6,2021-10-27
4377,,,,,642430,6,2021-10-27
4378,0;7;0,-8;3;-2,-3;1;-3,-4;1;-4,642438,6,2021-10-27
4379,,,,,642705,6,2021-10-27
4380,-4;4;2,-7;4;1,-5;5;5,-5;2;12,642708,6,2021-10-27
4381,,,,,642978,6,2021-10-27
4382,-1;0;4,-2;2;-6,-4;2;-4,-1;0;-5,642988,6,2021-10-27
4383,,,,,643262,6,2021-10-27
4384,0;2;-2,-5;6;0,0;9;-5,0;4;3,643265,6,2021-10-27
4385,,,,,643531,6,2021-10-27
4386,-4;1;9,0;5;5,-5;11;2,-1;9;0,643534,6,2021-10-27
4387,,,,,643807,6,2021-10-27
4388,-7;8;2,-1;10;2,0;6;0,-1;5;-3,643810,6,2021-10-27
4389,,,,,644079,6,2021-10-27
4390,-2;4;-2,-4;6;-3,-4;9;-2,-5;4;4,644082,6,2021-10-27
4391,,,,,644363,6,2021-10-27
4392,-2;5;0,-4;7;-6,-1;6;0,0;9;-4,644366,6,2021-10-27
4393,,,,,644632,6,2021-10-27
4394,-1;12;0,-2;6;0,3;7;-1,-3;6;0,644635,6,2021-10-27
4395,,,,,644916,6,2021-10-27
4396,-1;13;-4,2;2;4,0;8;-2,-6;3;8,644919,6,2021-10-27
4397,,,,,645183,6,2021-10-27
4398,-1;1;3,-2;10;3,-3;10;1,-6;9;1,645186,6,2021-10-27
4399,,,,,645458,6,2021-10-27
4400,-3;8;-2,-3;11;1,0;2;0,-5;12;0,645460,6,2021-10-27
4401,,,,,645729,6,2021-10-27
4402,-1;6;1,0;11;1,-2;12;1,-2;10;-3,645732,6,2021-10-27
4403,,,,,646008,6,2021-10-27
4404,0;9;4,0;5;-8,-4;9;1,-3;-1;2,646010,6,2021-10-27
4405,,,,,646273,6,2021-10-27
4406,-3;4;1,-4;1;0,-3;3;0,-3;5;1,646276,6,2021-10-27
4407,,,,,646547,6,2021-10-27
4408,-4;9;1,-5;-1;7,-5;5;2,-4;3;3,646556,6,2021-10-27
4409,,,,,646831,6,2021-10-27
4410,1;1;-4,-2;9;0,-2;5;4,0;7;6,646833,6,2021-10-27
4411,,,,,647105,6,2021-10-27
4412,-3;4;-4,-7;9;-4,0;2;2,-3;6;-6,647112,6,2021-10-27
4413,,,,,647388,6,2021-10-27
4414,-4;7;4,-3;4;-3,-4;6;-2,-1;10;2,647390,6,2021-10-27
4415,,,,,647658,6,2021-10-27
4416,-2;7;-1,-2;3;0,-1;3;-3,-4;4;2,647661,6,2021-10-27
4417,,,,,647949,6,2021-10-27
4418,1;2;4,0;1;0,0;3;1,-3;5;2,647952,6,2021-10-27
4419,,,,,648224,6,2021-10-27
4420,0;7;-1,0;3;-7,-2;8;0,-2;8;6,648227,6,2021-10-27
4421,,,,,648499,6,2021-10-27
4422,0;7;-4,1;5;-2,2;2;5,1;2;-1,648502,6,2021-10-27
4423,,,,,648768,6,2021-10-27
4424,4;6;2,0;6;-6,-1;7;0,0;10;-2,648771,6,2021-10-27
4425,,,,,649043,6,2021-10-27
4426,-4;3;-8,-2;6;-4,0;5;1,-1;8;-3,649046,6,2021-10-27
4427,,,,,649312,6,2021-10-27
4428,2;0;5,-3;5;-2,2;5;5,0;-3;-3,649315,6,2021-10-27
4429,,,,,649587,6,2021-10-27
4430,-2;-4;-4,0;-3;8,8;-12;8,3;-10;13,649590,6,2021-10-27
4431,,,,,649863,6,2021-10-27
4432,0;-6;-6,-4;-11;5,-2;-9;-4,5;-9;4,649866,6,2021-10-27
4433,,,,,650134,6,2021-10-27
4434,0;-9;-1,-1;-7;0,-1;-8;-1,2;-8;-1,650142,6,2021-10-27
4435,,,,,650416,6,2021-10-27
4436,0;-4;0,1;-8;2,1;-4;0,4;-2;2,650419,6,2021-10-27
4437,,,,,650689,6,2021-10-27
4438,2;4;-5,-1;3;-8,-2;7;-3,6;11;5,650696,6,2021-10-27
4439,,,,,650970,6,2021-10-27
4440,1;8;2,6;8;11,6;10;9,10;5;-12,650973,6,2021-10-27
4441,,,,,651246,6,2021-10-27
4442,12;3;11,12;5;-2,14;9;2,18;1;10,651255,6,2021-10-27
4443,,,,,651527,6,2021-10-27
4444,9;4;10,28;6;4,17;16;-6,23;9;-2,651530,6,2021-10-27
4445,,,,,651803,6,2021-10-27
4446,36;-5;8,20;-2;-9,21;4;9,20;1;12,651806,6,2021-10-27
4447,,,,,652078,6,2021-10-27
4448,24;7;-1,20;2;11,27;6;3,22;6;8,652081,6,2021-10-27
4449,,,,,652353,6,2021-10-27
4450,26;-2;4,28;2;4,30;-2;12,29;-6;7,652356,6,2021-10-27
4451,,,,,652642,6,2021-10-27
4452,25;-11;9,35;3;0,26;-4;4,31;-3;6,652645,6,2021-10-27
4453,,,,,652917,6,2021-10-27
4454,28;-7;8,29;-2;8,38;3;10,24;-7;15,652920,6,2021-10-27
4455,,,,,653191,6,2021-10-27
4456,34;6;10,29;-2;10,39;-5;6,31;0;3,653194,6,2021-10-27
4457,,,,,653467,6,2021-10-27
4458,48;-33;18,34;-5;5,26;-5;7,24;11;-1,653470,6,2021-10-27
4459,,,,,653748,6,2021-10-27
4460,32;4;23,29;5;6,33;-2;-3,25;-3;4,653751,6,2021-10-27
4461,,,,,654018,6,2021-10-27
4462,28;-3;5,28;1;8,24;7;7,24;4;1,654021,6,2021-10-27
4463,,,,,654290,6,2021-10-27
4464,24;5;4,18;1;7,23;0;2,23;-4;7,654298,6,2021-10-27
4465,,,,,654568,6,2021-10-27
4466,24;3;4,23;0;-11,26;4;4,29;5;9,654571,6,2021-10-27
4467,,,,,654849,6,2021-10-27
4468,18;7;7,32;6;4,31;7;11,30;5;14,654858,6,2021-10-27
4469,,,,,655119,6,2021-10-27
4470,18;10;5,21;10;4,26;4;0,24;11;-1,655122,6,2021-10-27
4471,,,,,655394,6,2021-10-27
4472,16;13;4,12;6;8,16;9;0,12;10;6,655401,6,2021-10-27
4473,,,,,655669,6,2021-10-27
4474,13;5;5,10;9;0,7;12;-2,13;7;7,655672,6,2021-10-27
4475,,,,,655950,6,2021-10-27
4476,9;12;4,14;14;7,11;13;4,8;10;-3,655952,6,2021-10-27
4477,,,,,656232,6,2021-10-27
4478,7;14;-1,8;16;0,9;20;4,4;18;3,656235,6,2021-10-27
4479,,,,,656507,6,2021-10-27
4480,4;14;1,4;16;4,3;15;-7,1;19;-7,656510,6,2021-10-27
4481,,,,,656783,6,2021-10-27
4482,1;23;-4,1;24;2,5;26;5,1;19;0,656786,6,2021-10-27
4483,,,,,657052,6,2021-10-27
4484,0;22;5,3;20;1,4;23;4,2;23;-5,657054,6,2021-10-27
4485,,,,,657327,6,2021-10-27
4486,2;20;-4,0;21;7,4;27;4,0;24;-6,657330,6,2021-10-27
4487,,,,,657596,6,2021-10-27
4488,-3;23;0,0;19;-1,-3;18;-1,-1;14;-3,657599,6,2021-10-27
4489,,,,,657875,6,2021-10-27
4490,-2;17;-5,-3;17;-1,-4;17;-2,-8;19;0,657879,6,2021-10-27
4491,,,,,658146,6,2021-10-27
4492,-4;20;-5,-7;22;-7,-8;25;-2,-5;24;2,658149,6,2021-10-27
4493,,,,,658424,6,2021-10-27
4494,-9;28;-3,-5;37;-10,-4;17;-8,-3;0;7,658427,6,2021-10-27
4495,,,,,658692,6,2021-10-27
4496,-1;13;-2,-7;27;1,-7;27;-2,-1;26;-7,658695,6,2021-10-27
4497,,,,,658967,6,2021-10-27
4498,-7;40;12,-6;23;4,-9;28;-5,-29;84;-42,658974,6,2021-10-27
4499,,,,,659241,6,2021-10-27
4500,-14;29;3,-10;6;25,-9;27;2,-5;40;-4,659245,6,2021-10-27
4501,,,,,659511,6,2021-10-27
4502,-19;38;-1,-16;25;-20,-9;28;-8,-10;25;-12,659519,6,2021-10-27
4503,,,,,659788,6,2021-10-27
4504,-8;26;-1,-9;24;0,-16;9;-2,-14;11;9,659790,6,2021-10-27
4505,,,,,660057,6,2021-10-27
4506,-14;9;4,-15;20;0,-15;29;-2,-9;28;-8,660064,6,2021-10-27
4507,,,,,660330,6,2021-10-27
4508,-21;8;0,-6;5;12,29;-26;19,-16;-14;-24,660332,6,2021-10-27
4509,,,,,660605,6,2021-10-27
4510,-12;8;45,-13;25;9,-8;12;2,-2;-4;-52,660615,6,2021-10-27
4511,,,,,660888,6,2021-10-27
4512,4;2;-30,-18;16;-28,-48;5;-3,-20;0;7,660890,6,2021-10-27
4513,,,,,661163,6,2021-10-27
