,acc1,acc2,acc3,acc4
4904449,-11;-3;0,-16;-5;7,-6;16;-6,-20;-2;-7
4904721,,,,
4904724,-9;-9;-9,-4;11;3,-18;-7;1,-11;-18;-2
4905001,,,,
4905005,-13;-2;7,-2;3;0,-11;-1;4,-13;7;-8
4905280,,,,
4905283,-24;-14;1,-25;2;0,-5;2;0,-7;-1;-7
4905553,,,,
4905556,-12;0;-3,-20;-7;1,-23;-9;1,-12;-12;-5
4905822,,,,
4905825,-13;-15;-6,-14;0;0,-26;0;5,-22;-27;-5
4906095,,,,
4906098,-24;-27;0,-9;-13;-16,-8;-4;0,-5;6;-13
4906359,,,,
4906362,-8;5;3,-2;2;-5,-15;-4;-1,-12;-6;-11
4906714,,,,
4906716,-19;-7;1,-7;-9;-9,-1;6;5,-2;-6;0
4906986,,,,
4906989,-10;-21;-9,0;-7;3,-4;-8;-8,-14;-15;10
4907266,,,,
4907269,-14;-14;0,-12;-2;3,-5;0;3,6;-16;-17
4907537,,,,
4907540,-11;-22;-12,0;-22;0,-12;-28;1,-17;-8;-2
4907817,,,,
4907821,2;-18;1,1;-7;0,-2;-16;-5,-11;-13;0
4908088,,,,
4908091,-1;-25;-5,-11;-37;3,-16;-17;19,-9;-16;17
4908369,,,,
4908372,-4;-15;4,-8;-25;0,2;-12;-9,-7;-10;-5
4908637,,,,
4908640,-16;-19;-9,4;4;-25,-24;-8;13,0;-11;-4
4908938,,,,
4908941,-5;-17;4,1;-1;-10,-6;-8;1,-14;-6;-12
4909213,,,,
4909215,-11;-4;-13,-10;-11;9,-25;-7;-6,-11;-8;-16
4909494,,,,
4909497,-13;-13;-1,0;-27;-4,-2;-24;-13,-6;19;-1
4909764,,,,
4909767,-16;15;0,-25;-13;-8,-18;-1;6,-25;0;-1
4910039,,,,
4910042,-15;-19;-16,-21;0;-3,-23;0;-11,-25;-5;-7
4910313,,,,
4910316,-29;-7;1,-4;-14;-4,-13;10;0,-12;0;5
4910589,,,,
4910593,-21;-14;1,-23;17;1,-14;16;0,-4;-7;-13
4910863,,,,
4910866,-26;-12;-16,-26;15;-2,-6;7;-11,-15;-9;5
4911139,,,,
4911142,-4;29;0,0;5;12,-20;2;10,-18;14;-2
4911415,,,,
4911418,-19;21;-5,-22;-9;-13,-18;4;12,-13;10;4
4911689,,,,
4911692,-13;9;-7,-20;-3;-2,-18;19;7,-20;4;10
4911964,,,,
4911973,-13;-8;13,-18;17;9,-14;2;6,-16;3;19
4912240,,,,
4912243,-9;-15;12,-17;8;9,-10;3;-11,-23;-19;-2
4912517,,,,
4912524,-19;-3;-5,-9;0;0,-21;-21;3,-10;0;18
4912792,,,,
4912795,-8;4;15,-16;-1;2,-3;26;0,2;3;2
4913062,,,,
4913072,-3;11;0,-2;-6;0,-10;6;-5,-11;18;9
4913342,,,,
4913344,1;-2;0,8;8;-12,5;-6;-21,4;5;13
4913617,,,,
4913626,-3;1;16,-8;-6;-12,-7;-13;-7,-11;12;-8
4913893,,,,
4913896,-8;6;12,-13;7;-7,-18;7;-6,-9;1;-3
4914162,,,,
4914171,-18;-1;8,-7;17;4,-14;22;-15,-28;23;0
4914443,,,,
4914446,-11;15;15,-23;10;-3,-23;3;-7,-28;8;-7
4914713,,,,
4914721,-5;29;-14,-15;0;-7,-3;23;11,0;0;-14
4914990,,,,
4914993,-20;12;-10,-24;4;-14,-14;8;-9,-3;10;11
4915259,,,,
4915267,-5;9;0,-24;27;1,-12;10;-14,-13;11;6
4915531,,,,
4915534,-27;15;-8,-18;24;-10,-18;-10;-1,0;4;-3
4915801,,,,
4915808,-22;0;0,-3;1;-23,-15;30;-14,-25;27;-16
4916070,,,,
4916073,-5;18;-11,-14;29;3,-2;13;1,-23;4;0
4916338,,,,
4916347,-11;18;1,-15;11;9,0;7;-13,-18;11;-12
4916621,,,,
4916624,-18;-1;7,-14;11;-2,-10;7;-2,-15;12;12
4916895,,,,
4916903,-15;4;-1,-4;7;-10,-3;30;-3,-4;27;-9
4917171,,,,
4917174,-9;17;7,-8;19;10,-7;23;5,-2;2;1
4917440,,,,
4917449,5;16;3,-3;10;9,2;8;-10,10;17;-1
4917718,,,,
4917721,-17;24;0,-14;-12;13,9;6;3,2;-11;8
4917984,,,,
4917991,0;11;-5,1;17;-4,10;3;-11,-2;11;-4
4918259,,,,
4918262,-6;9;30,5;0;1,3;3;23,-3;27;6
4918535,,,,
4918543,-3;10;-9,8;32;3,-19;22;-18,-4;14;-2
4918817,,,,
4918820,1;11;3,10;-5;21,-5;-19;3,10;-2;11
4919085,,,,
4919092,12;5;11,4;8;2,13;-12;-2,15;-16;24
4919360,,,,
4919363,16;-26;7,4;-10;14,21;-22;12,0;-34;6
4919642,,,,
4919645,12;-43;7,-4;-9;15,5;-42;11,0;0;-4
4919910,,,,
4919913,-8;-25;14,10;-40;-5,0;-7;0,-13;-2;-5
4920184,,,,
4920186,6;-28;13,11;-10;5,2;-17;-9,0;0;-14
4920449,,,,
4920452,5;-20;5,-2;-20;-6,3;-14;8,-3;-8;13
4920725,,,,
4920728,6;-20;-14,6;-15;-2,-10;-10;-1,-13;-47;3
4920999,,,,
4921003,-8;-11;12,-9;-15;9,-8;2;0,5;-2;-1
4921280,,,,
4921283,-11;-24;8,-5;-15;4,5;14;-20,-1;-12;1
4921550,,,,
4921553,0;-35;7,-2;2;0,3;3;-18,5;-27;0
4921825,,,,
4921828,3;-27;10,1;-14;6,-6;-15;12,-5;-9;19
4922100,,,,
4922103,-7;-16;13,-3;-22;21,5;-5;-6,-10;-18;2
4922381,,,,
4922384,-13;-10;7,-11;1;2,-4;-18;-1,3;3;4
4922651,,,,
4922654,-12;-36;0,-17;-2;-4,-7;-18;-4,-11;-18;-20
4922926,,,,
4922929,-4;-17;-8,-7;-36;0,-1;-26;6,-1;-15;-11
4923202,,,,
4923205,-10;-16;9,-11;-9;14,18;-24;-10,8;-8;3
4923483,,,,
4923486,-11;-44;-28,-10;-39;-2,9;-32;-8,26;-41;-26
4923752,,,,
4923755,-5;-2;-25,-5;-22;-10,-7;-11;-5,3;-37;6
4924027,,,,
4924030,-6;-32;0,-9;-21;-8,-14;-32;7,-17;-20;0
4924302,,,,
4924305,-7;-9;1,-19;-15;3,-9;-33;-7,-21;-4;11
4924603,,,,
4924606,-10;-17;-4,5;-16;0,-24;-16;-1,-10;-34;0
4924878,,,,
4924881,-1;-28;5,-4;-19;9,-17;-12;11,-22;-14;0
4925153,,,,
4925156,-17;-3;0,-10;-28;11,-4;-23;0,-16;-19;3
4925429,,,,
4925432,-3;-22;-8,-13;-12;15,1;-12;18,-2;-19;-7
4925705,,,,
4925707,-10;-24;-7,-17;-15;-2,-4;-6;2,6;-4;-1
4925980,,,,
4925983,15;6;-6,10;-20;1,21;2;-12,4;-14;2
4926255,,,,
4926258,14;-8;10,6;-7;-4,12;-15;1,20;-10;-1
4926530,,,,
4926533,20;0;1,15;10;1,12;2;7,12;-12;7
4926817,,,,
4926820,15;-2;8,23;1;5,10;4;-3,21;-1;11
4927088,,,,
4927091,16;5;8,4;12;-1,12;11;-2,5;14;9
4927362,,,,
4927365,3;23;-2,-3;14;16,-6;7;-3,-6;-8;0
4927643,,,,
4927646,1;19;-20,-13;13;-3,0;39;-16,6;5;-2
4927918,,,,
4927921,-13;22;10,2;13;1,5;17;-3,-7;19;-9
4928194,,,,
4928197,-7;37;-6,-8;9;5,-10;2;8,-12;21;8
4928468,,,,
4928472,-13;17;-10,-6;45;-8,-8;41;3,-18;28;-10
4928738,,,,
4928741,-13;30;-1,-32;40;-1,-26;18;-22,-14;26;-21
4929013,,,,
4929016,-5;18;-16,-10;38;5,-13;23;-7,-17;18;-5
4929283,,,,
4929292,-23;26;-7,-18;30;-8,-30;13;0,-28;24;-11
4929559,,,,
4929562,-3;31;4,-17;11;-20,-26;14;-11,-23;46;6
4929829,,,,
4929837,-15;40;-13,-9;33;-18,-9;47;-8,-17;35;-9
4930114,,,,
4930117,-19;37;-1,-14;27;-16,-9;17;-4,-19;25;3
4930384,,,,
4930393,-18;22;-4,-14;10;-3,-15;16;5,-16;0;7
4930659,,,,
4930662,-21;-11;-6,-29;10;0,-15;7;-6,-13;-5;-8
4930934,,,,
4930941,-8;-7;4,-19;12;7,-20;-4;-6,-28;1;11
4931217,,,,
4931220,0;-4;-20,-16;-1;-5,-9;12;-8,-4;-2;0
4931485,,,,
4931493,-9;-2;-4,2;6;3,-9;-9;12,7;10;-8
4931760,,,,
4931763,-16;10;-2,4;12;-7,1;-3;-17,0;1;0
4932031,,,,
4932038,-10;3;-9,2;-6;-3,-2;-6;1,-6;1;0
4932304,,,,
4932306,-13;-5;12,-18;-4;-3,-20;-8;-6,-14;6;9
4932581,,,,
4932589,-18;-3;3,0;2;-10,-1;-25;21,7;-16;1
4932855,,,,
4932857,7;-14;1,5;-25;23,-1;-10;-11,10;15;3
4933124,,,,
4933132,2;-13;0,11;2;9,-3;-21;2,29;-33;3
4933412,,,,
4933415,10;-28;16,12;-17;16,6;-36;13,-2;-8;14
4933687,,,,
4933696,1;-9;-14,-12;-14;-11,16;-19;-10,-10;-38;15
4933962,,,,
4933964,-6;-25;7,0;-28;-4,14;-4;5,-1;-18;1
4934237,,,,
4934244,-4;-16;8,-13;-27;13,-2;-22;4,7;-7;18
4934513,,,,
4934515,-9;0;30,0;-18;-2,-5;-8;1,0;-18;10
4934788,,,,
4934797,-20;-18;-2,-9;-30;7,-2;-15;0,-15;-15;0
4935063,,,,
4935066,-15;-15;8,-19;-38;19,-17;-36;-12,-30;-24;-1
4935344,,,,
4935347,-8;-4;-5,-14;-14;5,-7;-1;13,-7;3;10
4935614,,,,
4935617,-18;-6;0,-5;-14;2,-8;-6;3,-15;7;4
4935895,,,,
4935898,-18;-11;0,-5;18;-7,-5;-3;-5,0;13;1
4936164,,,,
4936167,-1;-25;-10,-1;-22;-6,-14;17;-6,-5;-8;0
4936444,,,,
4936448,-3;-14;10,5;-31;-1,0;-5;5,0;-8;-13
4936715,,,,
4936718,2;1;-3,-2;-15;-7,0;-2;12,11;0;-1
4936994,,,,
4936997,8;-31;-3,7;-6;-6,10;-11;8,19;1;3
4937262,,,,
4937265,33;-19;14,16;-5;21,18;-21;13,7;1;8
4937532,,,,
4937535,22;-14;-4,24;-14;6,13;-27;-4,24;-9;16
4937803,,,,
4937806,34;22;-3,34;7;-8,28;13;1,33;7;9
4938084,,,,
4938087,19;4;6,33;-6;7,30;-18;11,16;22;0
4938353,,,,
4938356,21;0;-9,12;-3;-7,25;21;8,16;0;-6
4938633,,,,
4938636,12;1;17,9;19;-1,5;6;-7,6;19;7
4938905,,,,
4938907,5;26;10,-3;11;6,15;30;-2,8;33;-12
4939186,,,,
4939188,-1;13;19,17;14;0,15;15;7,5;28;0
4939458,,,,
4939460,-5;26;6,8;11;-10,4;4;-8,5;16;9
4939729,,,,
4939732,2;13;-3,-4;11;-8,0;-4;-10,-14;23;-10
4940000,,,,
4940003,5;17;11,10;0;0,-9;6;20,-7;40;-4
4940275,,,,
4940278,-9;16;8,-3;15;12,-5;27;15,6;27;-5
4940544,,,,
4940547,6;6;3,-2;12;5,6;29;14,13;19;-15
4940819,,,,
4940822,0;10;-1,-10;19;7,-16;20;13,-5;41;0
4941094,,,,
4941097,24;1;-1,-6;47;5,2;27;5,-11;13;10
4941381,,,,
4941384,10;30;6,-9;46;14,2;26;-15,-2;20;10
4941659,,,,
4941662,1;20;-2,0;32;5,-2;12;-3,-16;21;4
4941932,,,,
4941935,-10;23;-9,-6;16;1,-6;30;4,-8;20;5
4942201,,,,
4942204,-9;3;-7,-8;13;1,-8;4;1,-4;32;3
4942483,,,,
4942485,-11;14;-3,-3;18;-2,-8;22;-3,-13;18;-7
4942758,,,,
4942761,-13;6;-9,-7;14;0,-13;21;5,-14;9;-15
4943034,,,,
4943037,-21;23;3,-12;-1;-6,-15;10;2,-17;10;0
4943302,,,,
4943305,-9;-7;12,-13;-8;0,-12;-2;-11,-17;-6;8
4943617,,,,
4943620,-19;8;9,4;23;-2,-7;33;-5,-20;16;-7
4943885,,,,
4943888,4;9;-10,9;5;2,3;35;2,2;14;-7
4944168,,,,
4944172,19;30;4,4;12;0,13;22;-11,-1;13;13
4944442,,,,
4944444,15;9;-4,7;17;-8,16;14;5,10;9;-1
4944716,,,,
4944719,14;18;-7,5;20;7,5;9;0,1;29;6
4944987,,,,
4944990,8;17;-21,11;5;-9,1;23;3,5;19;14
4945260,,,,
4945263,8;14;-7,6;10;9,-3;26;0,-4;57;1
4945537,,,,
4945540,-4;34;4,3;13;18,4;19;0,4;30;8
4945811,,,,
4945814,-3;37;-2,-2;51;-2,2;15;14,4;48;3
4946086,,,,
4946089,-11;36;-6,-1;22;-17,-2;27;1,3;35;-6
4946361,,,,
4946364,-1;34;-21,3;39;-9,-20;32;4,0;39;14
4946637,,,,
4946640,-11;41;-9,3;33;-12,-9;35;-21,0;30;-21
4946913,,,,
4946915,-8;30;-20,-15;32;-16,0;37;-11,0;23;-6
4947187,,,,
4947190,-17;35;5,-27;28;5,-2;20;-17,-10;10;-12
4947464,,,,
4947467,-15;17;-6,-9;2;-2,-11;-20;-13,-7;-3;-21
4947738,,,,
4947741,-13;9;-21,3;20;-26,-11;10;-7,-22;13;4
4948014,,,,
4948017,-17;25;-33,-10;22;2,-14;8;2,-33;-2;12
4948289,,,,
4948292,-16;5;3,-12;-4;-9,-13;5;-7,-7;4;-25
4948564,,,,
4948568,-4;-36;-22,-21;-7;-10,12;-6;-7,-5;-5;9
4948839,,,,
4948842,-5;-20;3,-14;-4;5,3;-2;-4,-8;-18;14
4949115,,,,
4949118,-26;-11;9,-13;0;-24,-7;-12;-2,-17;-20;26
4949391,,,,
4949393,-18;-19;-8,-6;0;-12,5;1;18,-2;-22;9
4949667,,,,
4949670,-29;-6;-2,-20;-18;6,-17;-24;0,-6;-3;-2
4949940,,,,
4949949,-28;5;9,1;-36;18,0;6;5,-5;-18;0
4950215,,,,
4950218,-24;-36;7,-9;3;-12,-4;-25;11,-3;-23;14
4950488,,,,
4950495,-20;-7;-12,6;-12;-16,13;-12;-27,-5;2;5
4950767,,,,
4950770,-4;-15;8,-8;-25;5,-21;-28;2,-19;-3;0
4951042,,,,
4951050,0;-1;-31,-12;-2;10,-11;-2;-3,-21;-1;2
4951317,,,,
4951320,-7;-6;13,-18;19;1,-10;16;5,-6;1;-7
4951588,,,,
4951596,-4;-30;-14,-15;-4;10,-8;-4;0,-6;-6;-8
4951861,,,,
4951864,-18;-4;1,-14;10;21,-13;-8;3,-16;-20;9
4952137,,,,
4952145,3;6;14,-20;4;-2,2;-2;-2,-7;0;-10
4952418,,,,
4952421,-25;2;14,-3;-18;5,-9;11;13,-11;-10;10
4952693,,,,
4952700,-15;0;2,12;-16;-10,-5;-1;10,-11;22;20
4952975,,,,
4952978,-10;19;16,-12;-6;22,-7;5;17,-6;-4;13
4953243,,,,
4953251,-10;-8;-1,-6;26;3,-5;-10;9,-4;0;17
4953519,,,,
4953522,-13;13;2,12;1;-15,16;2;-9,-25;-8;7
4953795,,,,
4953802,-1;-4;-21,0;6;-9,-5;-14;2,1;-13;3
4954077,,,,
4954080,10;0;20,15;-3;19,15;6;7,-3;19;4
4954347,,,,
4954356,16;12;0,7;-16;15,11;-3;17,9;0;21
4954620,,,,
4954624,20;12;5,13;-10;27,9;-7;11,22;-2;16
4954889,,,,
4954897,30;0;20,8;-18;2,3;-17;6,1;-2;14
4955158,,,,
4955161,29;1;-13,19;-3;6,30;10;-2,28;3;-1
4955433,,,,
4955442,-6;-9;8,28;-9;10,33;-4;-3,20;-4;2
4955715,,,,
4955718,15;-4;9,4;-17;-6,15;11;-16,9;-5;1
4955986,,,,
4955995,8;-17;-8,2;-7;-13,17;3;4,-7;-23;-2
4956259,,,,
4956262,-1;13;-14,0;-16;-14,8;-9;-3,12;0;12
4956536,,,,
4956545,9;18;-8,5;3;2,17;2;7,6;0;0
4956816,,,,
4956819,4;-2;6,-1;11;2,9;1;-12,-8;6;15
4957087,,,,
4957094,5;8;-11,-1;11;-10,-9;26;1,2;10;-2
4957360,,,,
4957363,6;25;-3,0;19;0,1;23;6,3;7;-8
4957635,,,,
4957643,0;29;-2,-4;5;3,0;10;-5,-8;39;-7
4957917,,,,
4957920,18;2;0,-14;7;10,3;22;2,4;1;-1
4958192,,,,
4958199,2;2;-14,-9;-11;-9,-3;-9;-5,-2;-15;-7
4958460,,,,
4958464,-8;-17;-9,-7;-3;12,6;-16;-9,-9;-27;6
4958736,,,,
4958744,1;8;21,2;6;-11,3;-23;0,-4;-19;-10
4959026,,,,
4959029,-7;-6;-7,-3;-8;-20,-2;-18;2,13;-5;-18
4959300,,,,
4959323,-6;-15;-9,7;-31;-5,-3;-15;-3,4;-7;-10
4959587,,,,
4959590,-22;-10;-23,7;-6;-8,-4;-20;2,-8;-16;0
4959861,,,,
4959869,-7;-35;-17,-11;-29;-2,0;-9;-8,-6;-21;-1
4960147,,,,
4960150,0;-18;0,-8;-30;-3,-10;-30;-15,-16;-29;-2
4960424,,,,
4960428,-33;-27;16,-11;-41;-4,-22;-39;-7,4;-32;7
4960688,,,,
4960691,-10;-18;1,-6;-42;11,-30;-28;7,-17;-28;-2
4960969,,,,
4960972,-6;-18;-12,-2;-7;-23,-22;-22;-19,-9;-9;-18
4961240,,,,
4961243,-8;-17;5,-5;-12;5,-9;-18;15,-5;-40;-4
4961520,,,,
4961523,-5;-5;0,3;-12;5,-16;9;1,-28;-20;-3
4961789,,,,
4961793,-15;-12;-4,-18;0;4,-14;4;-17,-2;-12;-10
4962071,,,,
4962074,-15;-24;0,-9;-15;-8,-6;-25;-10,-5;0;-11
4962339,,,,
4962342,-22;-20;-3,-22;-16;-2,-15;-16;-17,-22;12;2
4962622,,,,
4962625,3;-16;-7,-1;15;-10,-21;-46;-7,-27;-42;-6
4962891,,,,
4962893,0;-21;-15,-2;-12;-2,-14;-21;-18,-8;-4;-23
4963166,,,,
4963169,-3;-10;-13,-16;-14;0,1;-4;-7,-13;-10;-9
4963441,,,,
4963443,-11;-11;7,-13;-24;4,-6;-2;12,-6;-23;6
4963717,,,,
4963720,-18;0;-4,0;5;-30,-12;-5;-18,-34;-10;3
4963989,,,,
4963992,-29;-5;2,-13;-7;-2,-6;-27;-2,-19;-18;-5
4964263,,,,
4964267,-5;-7;11,-16;-2;-20,-20;-5;4,-1;-10;-2
4964530,,,,
4964533,-29;-24;-8,-8;-19;10,-8;8;11,-4;-4;1
4964807,,,,
4964810,-7;-10;0,-22;6;10,-12;-18;20,-8;11;-2
4965081,,,,
4965084,-14;-9;8,-2;0;9,2;-8;-7,-3;-27;-8
4965356,,,,
4965358,0;-1;15,-4;-10;5,-15;18;3,-19;7;3
4965630,,,,
4965634,10;-30;0,-26;-4;-3,-16;-3;12,-21;-33;-8
4965908,,,,
4965911,-10;-9;-8,-13;-5;-1,0;1;-6,-1;-17;2
4966181,,,,
4966191,-14;-15;8,10;4;-25,-19;23;-2,-5;-12;-3
4966457,,,,
4966460,-8;-24;0,-1;-13;6,-6;2;-3,-6;17;-17
4966726,,,,
4966734,-9;-7;12,-8;-23;13,1;-7;15,-14;-8;11
4967017,,,,
4967020,-8;-8;-15,-18;-17;4,3;-8;2,-14;8;11
4967282,,,,
4967291,-2;-26;2,-4;-8;18,0;-11;8,16;-4;-23
4967558,,,,
4967561,5;-4;10,9;13;-4,6;12;-18,11;-21;-16
4967833,,,,
4967840,-2;-11;-19,-4;-8;0,-8;-19;-3,0;-9;-5
4968117,,,,
4968120,-9;-11;-18,15;-19;-10,-7;-11;-2,2;-14;0
4968386,,,,
4968395,15;-12;-2,8;0;5,-3;-2;-14,5;-7;-17
4968658,,,,
4968662,-2;-5;7,-5;-11;18,6;16;-10,-17;6;18
4968936,,,,
4968943,6;1;-10,-2;1;-6,8;0;-8,3;-18;6
4969210,,,,
4969213,7;10;21,10;-34;6,11;-8;-22,-2;-6;-11
4969479,,,,
4969487,4;-9;2,13;-13;-1,0;2;-18,14;0;-5
4969756,,,,
4969759,3;28;-7,-4;12;18,2;-4;5,10;5;10
4970022,,,,
4970032,8;3;-12,14;-24;-15,10;-36;-4,7;-11;-7
4970298,,,,
4970301,1;-6;9,7;-16;17,7;2;7,0;-14;13
4970573,,,,
4970593,9;15;-7,4;-17;3,18;-13;12,32;-22;1
4970860,,,,
4970863,1;0;5,4;3;4,11;8;-15,7;-9;10
4971137,,,,
4971144,6;-19;2,2;7;-16,-10;-5;5,9;-10;0
4971411,,,,
4971414,-2;-36;9,16;-34;19,3;-1;-5,11;-19;0
4971686,,,,
4971696,1;0;-3,2;-2;2,0;-5;-3,13;0;0
4971962,,,,
4971965,17;10;4,16;-14;-23,-3;-6;0,17;2;6
4972237,,,,
4972244,0;6;6,-10;9;15,14;17;-5,-13;22;-4
4972513,,,,
4972516,17;-6;10,15;23;9,-4;0;2,-3;-5;-6
4972787,,,,
4972796,8;15;-12,3;14;1,-2;5;-4,-1;6;10
4973064,,,,
4973067,-10;23;0,-11;27;-5,-4;7;3,-2;36;0
4973338,,,,
4973346,16;13;-14,-2;-8;5,1;7;-5,-3;17;16
4973615,,,,
4973618,18;1;5,-12;15;20,1;3;33,0;13;24
4973889,,,,
4973898,-18;24;-31,-15;17;3,-16;34;-12,-8;33;-12
4974166,,,,
4974169,12;0;8,-8;6;13,-8;31;-14,-15;35;11
4974439,,,,
4974447,-1;28;11,-11;37;0,-9;28;-6,-5;48;16
4974714,,,,
4974717,8;22;-3,-14;50;-8,-17;36;-16,-12;23;1
4974988,,,,
4974996,-5;28;2,-3;38;2,-2;25;-4,-17;19;-1
4975259,,,,
4975262,-10;45;3,-12;37;12,-7;45;-10,1;14;0
4975528,,,,
4975536,-24;14;-1,-13;12;-7,-12;23;12,-11;32;13
4975807,,,,
4975810,0;53;-12,-8;32;-12,-19;27;-2,-25;28;0
4976152,,,,
4976155,-8;26;-21,-15;44;14,-17;12;15,-9;18;32
4976416,,,,
4976419,-11;9;38,-13;13;24,-14;25;-12,7;14;5
4976696,,,,
4976699,-5;8;2,-6;10;-7,-28;31;6,-1;32;12
4976967,,,,
4976970,0;24;8,-10;38;0,2;36;5,-15;17;-15
4977242,,,,
4977245,-13;42;-23,-6;27;4,-4;26;15,-7;47;-5
4977517,,,,
4977520,-17;25;9,-4;22;20,-9;36;-1,0;12;6
4977798,,,,
4977801,-14;28;-1,3;10;6,-3;13;4,-18;18;-8
4978068,,,,
4978071,4;0;-2,-13;12;17,-7;14;11,-10;11;13
4978375,,,,
4978378,5;-2;9,-7;-14;10,6;2;-2,-14;20;27
4978646,,,,
4978649,13;-17;6,-4;-5;17,7;0;-11,20;-16;-2
4978924,,,,
4978927,-15;26;-11,18;8;11,-30;9;6,0;3;-5
4979194,,,,
4979197,6;25;4,2;-14;9,8;-14;-4,-1;5;5
4979469,,,,
4979472,-9;7;-12,0;-21;0,6;-17;31,10;-6;45
4979738,,,,
4979741,-10;2;3,5;12;2,-15;16;-1,9;8;-9
4980021,,,,
4980024,1;-4;5,8;0;4,1;-19;-16,4;-3;3
4980295,,,,
4980298,3;-16;-4,7;-17;6,10;-15;-3,4;-14;6
4980573,,,,
4980576,25;5;-15,18;13;5,12;3;0,23;5;14
4980839,,,,
4980842,19;-11;1,16;29;1,9;5;10,-13;-6;-11
4981120,,,,
4981123,9;6;6,28;-8;4,24;-16;10,14;-14;-4
4981385,,,,
4981388,0;-1;0,13;3;6,15;9;14,17;-4;20
4981659,,,,
4981662,1;-14;3,9;-3;19,9;-12;-1,1;-25;-15
4981934,,,,
4981937,0;4;-5,1;2;-18,-2;-21;1,10;-22;0
4982212,,,,
4982215,12;-6;13,18;-24;8,16;11;5,19;5;-10
4982486,,,,
4982488,12;-9;4,-4;-24;0,5;-2;-1,21;7;9
4982760,,,,
4982763,0;0;1,15;-20;-2,11;-9;-1,13;-5;17
4983035,,,,
4983037,7;4;-10,22;2;4,8;-20;-21,17;18;-2
4983317,,,,
4983320,-14;0;11,14;-20;7,15;-11;12,10;-13;-3
4983592,,,,
4983596,23;-15;5,8;1;0,-18;-16;-8,5;-14;-3
4983867,,,,
4983870,-1;10;-5,5;-24;-2,3;-21;-4,6;-35;9
4984143,,,,
4984145,3;-20;5,18;-22;4,6;5;1,-6;2;-10
4984418,,,,
4984421,1;-18;0,12;0;10,0;-24;-5,0;-29;2
4984687,,,,
4984690,-10;-18;12,4;-18;-13,-9;-8;15,0;-23;7
4984963,,,,
4984966,0;7;-4,0;-24;-13,-9;-7;-17,-1;-20;-5
4985238,,,,
4985241,0;-8;4,2;-5;3,0;-27;-12,-10;-24;-20
4985512,,,,
4985516,1;-5;-2,10;-3;0,11;0;7,-10;-5;9
4985786,,,,
4985789,-2;-18;2,4;-31;-23,-20;-17;-14,0;0;-3
4986070,,,,
4986073,-1;-18;6,10;-25;2,2;-17;-16,18;-13;0
4986339,,,,
4986342,4;-17;-5,7;-9;-8,-4;2;-10,-7;-24;-1
4986614,,,,
4986617,0;-17;-6,-18;-17;2,2;-20;-5,-17;-10;2
4986887,,,,
4986890,28;-29;-4,15;-14;2,2;-31;-11,15;-21;0
4987158,,,,
4987161,10;-24;-12,7;-25;-7,7;-20;0,14;-25;10
4987427,,,,
4987429,-1;8;6,5;-25;-15,8;-9;-1,1;-23;-9
4987703,,,,
4987706,4;-28;0,10;-25;5,-2;-32;-15,9;-29;-13
4987978,,,,
4987980,17;-14;-6,0;-6;0,-6;7;7,-8;-15;-2
4988255,,,,
4988258,13;-4;0,-7;-26;4,4;-17;-16,-9;-23;-22
4988539,,,,
4988542,-3;0;2,-11;0;5,-13;-1;6,-19;4;-2
4988816,,,,
4988819,9;-19;-6,-5;-24;6,4;1;11,-7;-18;-32
4989090,,,,
4989093,-6;6;2,0;-4;-6,-13;9;-5,5;-11;-3
4989367,,,,
4989370,-7;7;-14,7;32;-18,0;8;-3,-5;-31;-6
4989641,,,,
4989644,-2;1;-15,-24;-12;9,15;19;17,1;8;-1
4989917,,,,
4989920,2;-13;0,-13;22;11,-4;-12;-21,-10;-5;1
4990193,,,,
4990196,0;25;0,6;-1;-5,-2;3;2,0;29;-27
4990468,,,,
4990471,-5;3;-4,-21;13;5,-8;10;-3,11;21;-17
4990745,,,,
4990748,-5;8;-26,1;-1;-6,-5;12;2,8;12;-4
4991017,,,,
4991021,-10;7;-2,-18;-3;13,15;7;-18,5;-3;7
4991294,,,,
4991297,18;4;-4,10;6;15,4;21;-5,6;28;5
4991581,,,,
4991584,13;10;-6,8;16;3,15;-8;-2,-14;-13;21
4991857,,,,
4991864,-3;2;0,33;14;14,-3;0;18,28;-2;-10
4992145,,,,
4992148,8;20;1,23;15;-13,22;21;-17,7;5;4
4992419,,,,
4992429,17;0;7,27;10;15,29;31;16,11;19;6
4992695,,,,
4992698,24;15;1,23;26;19,14;7;17,35;5;-5
4992966,,,,
4992974,1;15;3,14;17;-5,29;-1;24,29;13;-2
4993241,,,,
4993244,40;5;18,23;26;4,16;34;8,21;5;-21
4993509,,,,
4993517,8;37;7,11;26;5,3;19;1,3;27;13
4993785,,,,
4993788,12;37;3,4;48;12,22;29;-13,23;28;-14
4994056,,,,
4994093,8;38;19,3;24;14,13;37;10,1;61;9
4994360,,,,
4994363,18;50;-22,29;73;-28,16;38;0,4;65;-14
4994634,,,,
4994643,20;53;3,24;46;17,8;12;11,-4;52;11
4994910,,,,
4994913,22;25;0,33;29;24,2;36;-4,8;38;-16
4995179,,,,
4995186,1;58;8,14;54;-5,21;27;0,18;37;-3
4995456,,,,
4995459,8;33;7,10;48;7,3;54;6,-9;51;2
4995725,,,,
4995733,-7;57;7,6;41;0,4;42;8,-6;16;-7
4995998,,,,
4996000,-12;52;15,5;37;-3,11;56;-14,1;79;-7
