,acc1,acc2,acc3,acc4
346686,7;1;-1,10;3;0,12;3;1,9;0;0
346959,,,,
346968,9;0;4,10;0;6,10;-1;4,3;1;2
347234,,,,
347237,7;1;-5,6;1;3,5;1;2,3;2;3
347509,,,,
347516,7;-1;-1,8;2;4,8;4;-1,8;2;1
347784,,,,
347787,5;6;0,4;2;0,4;1;2,7;5;1
348060,,,,
348069,5;-3;-2,6;0;-1,5;3;1,4;3;-1
348336,,,,
348338,4;7;6,2;0;4,8;-2;-3,5;0;3
348612,,,,
348615,7;8;4,0;0;-3,4;5;-3,4;-1;-12
348895,,,,
348898,7;0;4,3;0;-2,4;8;5,8;2;2
349161,,,,
349164,6;1;3,8;0;2,12;0;2,5;0;-1
349436,,,,
349440,9;3;-1,3;5;-2,2;0;2,7;1;-3
349707,,,,
349710,9;1;2,5;0;0,3;8;9,5;9;5
349978,,,,
349981,3;-1;0,7;2;-1,0;0;9,11;-6;1
350256,,,,
350258,6;1;9,4;2;1,7;0;-2,15;-13;-2
350525,,,,
350534,8;0;0,4;1;2,7;3;1,10;-2;0
350802,,,,
350804,10;1;2,7;5;5,10;4;0,7;-2;0
351075,,,,
351083,14;-1;0,11;0;-4,8;2;4,11;2;4
351354,,,,
351357,10;0;0,11;-1;5,13;0;0,10;-1;1
351626,,,,
351629,7;0;0,8;0;3,6;-2;0,5;0;0
351902,,,,
351904,5;0;0,4;0;0,3;5;0,5;0;0
352172,,,,
352175,5;1;0,3;0;-2,5;2;1,3;2;0
352445,,,,
352448,0;3;-2,1;2;-1,0;0;3,0;0;2
352714,,,,
352716,-1;2;-2,0;0;1,-3;2;-3,-2;0;-2
352990,,,,
352993,-1;4;3,-1;1;0,0;0;-1,0;3;-2
353265,,,,
353268,-2;3;-2,0;1;3,-3;3;2,-1;4;-2
353546,,,,
353548,-2;1;-2,-2;0;0,-3;0;-1,0;4;4
353823,,,,
353825,0;3;-1,-1;2;-2,-3;4;-4,0;0;0
354093,,,,
354102,2;0;0,5;1;3,2;4;2,4;6;-1
354366,,,,
354369,4;4;0,5;1;1,5;0;2,7;7;0
354640,,,,
354649,10;3;4,7;2;1,7;1;-1,7;1;3
354914,,,,
354917,8;3;1,9;3;6,8;4;5,3;4;4
355186,,,,
355188,8;0;0,7;1;2,7;0;1,7;2;3
355462,,,,
355465,6;2;5,6;0;0,8;3;0,8;0;2
355732,,,,
355735,5;1;2,2;3;-1,0;3;-4,0;1;-1
356018,,,,
356021,-2;0;0,-4;4;0,0;0;1,-3;2;-2
356287,,,,
356290,-6;2;0,-6;3;-4,-8;1;-1,-13;4;-3
356711,,,,
356713,-15;1;-4,-18;0;-3,-21;1;-2,-19;0;-6
356981,,,,
356983,-22;0;-6,-22;2;-9,-22;2;-8,-24;0;-3
357254,,,,
357261,-23;3;-6,-23;4;-1,-20;6;-3,-19;5;-8
357526,,,,
357529,-20;-3;-4,-18;1;-12,-13;-1;-6,-21;3;-4
357803,,,,
357812,-26;5;-7,-20;2;-2,-24;2;0,-18;2;-6
358083,,,,
358085,-19;1;-1,-24;3;-5,-29;5;1,-16;4;-4
358358,,,,
358366,-18;0;-15,-21;12;0,-15;5;-4,-15;4;-6
358627,,,,
358630,-17;0;0,-19;5;-6,-11;7;-3,-13;7;2
358896,,,,
359048,-22;1;-3,-19;5;-5,-20;0;-3,-15;0;-6
359323,,,,
359325,-20;0;-6,-21;2;-2,-17;1;-2,-17;-1;-2
359593,,,,
359603,-17;5;-6,-16;0;-6,-17;1;-4,-19;1;0
359872,,,,
359874,-16;5;-5,-16;0;-7,-17;1;-2,-13;2;-4
360147,,,,
360151,-15;2;-6,-18;4;-3,-14;4;-5,-19;7;-12
360423,,,,
360426,-24;5;-2,-19;1;-5,-14;5;-5,-10;2;0
360692,,,,
360695,-4;4;-10,-7;3;-3,-14;-2;-5,-10;0;-8
360967,,,,
360970,-12;4;-5,-13;3;0,-15;0;0,-19;0;-2
361243,,,,
361245,-17;-1;-9,-13;-5;-5,-18;-2;0,-13;-4;-8
361523,,,,
361526,-14;-4;0,-18;3;-7,-24;12;-3,-26;3;11
361799,,,,
361801,-25;-1;8,-17;8;1,-24;3;-10,-14;-10;-10
362074,,,,
362077,-20;-8;-6,-14;-3;-4,-19;-7;-3,-14;-1;-4
362344,,,,
362347,-22;-1;0,-17;3;-2,-21;0;0,-17;1;-2
362628,,,,
362631,-23;2;1,-20;0;5,-20;-4;8,-25;-2;4
362902,,,,
362904,-20;-3;-9,-18;-10;-4,-22;-3;-1,-20;3;-4
363179,,,,
363181,-22;-6;-4,-24;1;-1,-14;2;-1,-19;1;1
363454,,,,
363457,-21;0;-2,-14;-1;-2,-16;-9;5,-11;-5;-1
363730,,,,
363734,-14;1;-3,-15;-4;-15,-15;8;3,-22;-2;-1
364002,,,,
364005,-20;4;-1,-18;1;-5,-21;6;-3,-20;2;0
364274,,,,
364282,-14;4;-8,-14;4;-4,-20;-1;-2,-19;0;-4
364554,,,,
364557,-15;1;-3,-14;2;-3,-20;3;-1,-22;-2;1
364826,,,,
364835,-17;0;-6,-18;-2;-2,-19;-1;-4,-25;6;-8
365102,,,,
365105,-21;0;-4,-15;-1;0,-20;-4;0,-14;8;-5
365375,,,,
365382,-13;3;-3,-16;0;-2,-21;3;-2,-20;7;0
365646,,,,
365649,-17;3;-8,-16;2;-4,-19;3;1,-19;2;7
365915,,,,
365923,-19;0;5,-17;4;7,-12;-2;0,-15;2;-10
366190,,,,
366193,-15;1;-5,-13;0;-19,-15;2;0,-12;8;-4
366466,,,,
366469,-12;2;-5,-9;4;-1,-14;-8;-17,-22;0;-9
366741,,,,
366743,-16;-1;0,-6;-6;-10,-15;-2;-7,-18;0;-12
367015,,,,
367019,-25;1;-5,-20;5;-7,-17;-2;1,-16;2;-2
367292,,,,
367294,-12;2;14,-12;-15;2,-21;1;0,-19;-1;0
367561,,,,
367563,-21;2;5,-25;5;-5,-11;-5;-8,-16;1;0
367836,,,,
367839,-16;3;2,-20;3;1,-21;-4;1,-19;-2;-4
368105,,,,
368107,-18;-2;-6,-19;-8;-4,-17;-2;-3,-23;1;-1
368379,,,,
368382,-15;0;-1,-25;2;0,-20;0;0,-17;1;-1
368654,,,,
368656,-9;3;-6,-17;-4;-5,-18;1;-1,-20;4;-3
368936,,,,
368940,-17;0;0,-15;-1;-1,-17;-1;-9,-16;1;-8
369206,,,,
369208,-15;-1;-5,-17;-3;-6,-20;1;-4,-11;-3;-7
369486,,,,
369489,-18;-4;-13,-14;-8;-5,-15;0;0,-18;-4;-5
369763,,,,
369765,-20;-2;-10,-16;0;-7,-18;6;-5,-17;1;-6
370041,,,,
370044,-13;-1;-11,-13;0;-6,-14;1;-4,-15;-3;-11
370307,,,,
370310,-14;-6;-3,-9;-3;-3,-13;4;-7,-13;0;-7
370587,,,,
370590,-17;0;1,-20;0;-2,-13;1;-2,-13;-8;-8
370855,,,,
370859,-18;-6;0,-15;0;-1,-18;-5;-1,-21;0;-4
371121,,,,
371128,-8;-2;1,-14;-1;-1,-15;-3;1,-14;-2;-9
371395,,,,
371398,-15;-6;-11,-16;-5;5,-15;-3;0,-19;-4;0
371664,,,,
371674,-15;4;-5,-16;-2;-9,-12;-5;-5,-11;-6;-1
371946,,,,
371949,-12;-5;-9,-15;0;-5,-18;7;-3,-15;5;-5
372221,,,,
372229,-15;-1;-8,-16;-5;-7,-15;-4;-4,-13;3;5
372496,,,,
372499,-24;-2;14,-10;-4;4,-18;0;5,-18;0;-11
372765,,,,
372774,-17;0;-3,-13;1;6,-8;3;-2,-16;-4;-3
373042,,,,
373044,-13;2;-5,-16;2;0,-12;10;-3,-20;6;0
373311,,,,
373319,-14;2;0,-13;3;0,-11;5;-3,-16;5;-1
373584,,,,
373587,-17;13;2,-16;12;1,-12;0;0,-21;7;-2
373861,,,,
373863,-20;5;-5,-15;0;4,-13;1;-7,-10;-1;-1
374136,,,,
374139,-12;13;-3,-12;12;2,-15;8;1,-14;8;2
374405,,,,
374407,-8;7;-9,-12;3;0,-14;5;-3,-17;1;11
374681,,,,
374684,-21;10;2,-26;0;9,-13;12;10,-9;0;-5
374953,,,,
374957,-17;-1;9,-5;7;0,-11;13;-1,-14;6;-4
375234,,,,
375237,-16;2;4,-5;2;-10,-16;-5;-9,-18;10;-2
375501,,,,
375504,-9;13;4,-10;-4;-8,-6;1;-3,-12;6;-4
375906,,,,
375909,-13;4;-7,-11;5;-4,-12;5;-4,-11;3;1
376175,,,,
376178,-11;5;-10,-7;14;-13,-12;2;-8,-16;6;-6
376450,,,,
376453,-15;-2;8,-13;5;-1,-15;7;3,-15;12;-9
376722,,,,
376725,-13;1;-2,-12;-2;-1,-10;2;-1,-14;1;3
376992,,,,
376995,-11;7;-2,-9;-3;3,-12;8;0,-4;0;0
377264,,,,
377266,-7;-1;-3,-13;0;1,-10;0;-2,-3;-2;-7
377539,,,,
377547,-4;-9;-5,-5;9;-5,-6;8;-1,-7;2;0
377815,,,,
377817,-8;0;-3,0;0;1,-1;1;1,0;3;-1
378083,,,,
378091,-3;7;0,-4;1;0,-3;4;0,0;0;-6
378358,,,,
378361,-9;4;-1,-5;7;-7,-7;6;-1,-3;-1;0
378628,,,,
378636,-8;8;3,-6;4;-2,-10;0;0,-7;0;-1
378903,,,,
378906,-7;0;2,-12;2;1,-9;-1;1,-10;4;-2
379179,,,,
379181,-10;-5;1,-8;2;-2,-11;-1;2,-11;-1;0
379462,,,,
379465,-9;1;-2,-6;-3;-6,-10;2;-2,-11;0;-1
379730,,,,
379732,-11;3;-8,-14;1;-4,-10;0;-3,-10;8;-1
380013,,,,
380016,-12;8;-5,-11;0;-5,-11;-3;-3,-12;3;-7
380279,,,,
380282,-9;3;-9,-11;0;-11,-9;5;-12,-17;5;-7
380554,,,,
380557,-8;7;-10,-16;3;-7,-15;7;-10,-8;8;-11
380823,,,,
380826,-10;5;-2,-12;7;-3,-13;9;-2,-11;11;-11
381102,,,,
381105,-9;9;-12,-13;6;-1,-9;8;-9,-5;8;-11
381367,,,,
381370,-11;3;-12,-16;4;-2,-12;3;-7,-11;5;-10
381647,,,,
381650,-14;11;-1,-6;6;1,-11;2;-1,-10;-2;3
381919,,,,
381922,-10;2;-2,-14;2;-5,-15;7;0,-8;11;-4
382193,,,,
382196,-7;4;-6,-10;6;-2,-10;1;-1,-10;0;-1
382464,,,,
382466,-8;0;-5,-13;5;-6,-13;2;1,-14;7;3
382731,,,,
382738,-13;9;-3,-5;-1;-8,-14;-3;1,-6;0;-4
383006,,,,
383008,-9;8;-3,-6;1;-11,-13;0;0,-14;8;0
383282,,,,
383291,-8;3;-11,-11;1;-6,-11;8;-4,-17;2;-1
383557,,,,
383560,-9;10;-9,-14;-2;-8,-13;12;1,-16;1;5
383832,,,,
383840,-11;10;0,-8;9;-7,-11;13;0,-11;4;-7
384108,,,,
384111,-4;5;-17,-13;7;-15,-10;6;-10,-7;5;-7
384382,,,,
384392,-5;6;-4,-9;1;-11,-5;0;-6,-7;1;-2
384660,,,,
384663,-3;5;-9,-8;0;-10,-9;2;-4,-6;-1;-5
384942,,,,
384945,-7;2;-9,-5;0;-3,-3;-3;-4,-10;-4;2
385221,,,,
385223,-8;-8;-2,-6;-10;2,-7;-1;-2,-4;-6;-7
385491,,,,
385495,-6;-7;-7,-4;0;-4,-4;-10;-7,-3;-4;-5
385778,,,,
385780,0;-5;-4,-1;-3;-1,-1;-2;-3,-3;-2;-6
386046,,,,
386050,-4;-2;-3,-1;-5;0,-4;-3;-4,-4;-6;-2
386330,,,,
386332,1;-1;-9,4;-7;-8,5;0;-4,4;3;-4
386596,,,,
386599,6;-5;-2,8;1;-1,13;1;2,11;1;0
386873,,,,
386876,17;0;3,15;0;1,16;-3;7,9;-2;2
387154,,,,
387158,16;0;2,11;1;1,14;-2;1,10;1;4
387428,,,,
387430,10;0;1,7;-1;-1,6;-3;-3,3;2;0
387693,,,,
387695,5;2;0,7;-3;-4,7;-1;-3,4;5;0
387960,,,,
387970,5;0;3,3;-2;0,0;1;-3,0;0;-2
388245,,,,
388248,4;-6;0,1;-1;3,3;1;1,1;-4;-2
388511,,,,
388519,0;-1;0,2;-5;1,1;-6;-2,0;-5;2
388787,,,,
388790,0;-4;2,-5;-2;1,-1;-6;-1,-7;2;-2
389062,,,,
389070,-10;3;0,-6;0;0,-10;0;-2,-5;3;-5
389338,,,,
389341,-9;1;-4,-9;2;-2,-8;6;-2,-12;1;0
389607,,,,
389610,-9;3;-3,-7;1;-5,-7;1;2,-8;0;-2
389881,,,,
389884,-9;4;-3,-10;0;-4,-11;-4;0,-8;1;-2
390157,,,,
390160,-9;2;-3,-8;-3;-6,-6;0;-4,-7;0;4
390432,,,,
390435,-10;-3;3,-10;2;0,-10;-1;-6,-7;-2;-3
390702,,,,
390705,-7;0;0,-8;2;0,-8;1;-10,-7;3;-2
390977,,,,
390979,-6;0;-9,-10;4;-6,-11;3;1,-9;3;0
391246,,,,
391249,-9;0;1,-9;0;-4,-8;6;-2,-8;7;0
391528,,,,
391531,-10;-1;0,-8;2;1,-6;0;0,-8;3;1
391802,,,,
391805,-3;5;3,-9;2;-1,-4;0;0,-6;0;2
392083,,,,
392086,-1;10;-3,-5;7;-10,-4;1;-6,-3;4;-4
392360,,,,
392364,0;2;3,-2;5;0,-1;5;2,-4;0;-1
392630,,,,
392638,-4;1;5,-1;0;4,-3;4;10,-6;5;7
392903,,,,
392906,0;3;3,-5;-1;7,-6;-1;10,-4;3;1
393179,,,,
393186,-4;2;2,-3;0;0,-6;4;2,-10;2;2
393460,,,,
393463,-4;0;-4,-5;3;3,-6;3;1,-7;2;-1
393730,,,,
393733,-6;1;0,-7;0;1,-7;0;0,-9;0;-5
394135,,,,
394138,-6;5;-2,-5;2;-4,-5;1;-6,-5;-1;0
394404,,,,
394407,-7;-1;-1,-5;0;0,-4;0;-3,-7;2;0
394686,,,,
394689,-7;0;-3,-9;-1;-1,-3;-2;-2,-8;-3;-5
394961,,,,
394964,-5;2;-2,-5;3;-3,-7;-1;1,-3;-3;-4
395237,,,,
395239,-4;7;-7,-14;-11;-13,-8;-7;-3,-11;2;0
395506,,,,
395509,-11;1;1,-12;2;3,-10;-2;-5,-11;4;-3
395794,,,,
395797,-12;-4;-1,-8;0;-4,-10;1;0,-9;-2;-3
396069,,,,
396072,-8;0;-1,-13;0;0,-7;-4;1,-10;-2;-3
396442,,,,
396444,-15;3;0,-10;-2;2,-11;-3;-7,-15;4;0
396707,,,,
396710,-11;1;0,-12;-1;-14,-13;2;-9,-14;0;-2
396983,,,,
396991,-8;-4;-5,-5;-8;1,-9;-3;3,-15;-1;8
397258,,,,
397261,-12;3;0,-8;-5;3,-14;4;11,-14;-3;1
397533,,,,
397541,-15;-1;9,-16;1;3,-17;-4;1,-6;-5;-2
397809,,,,
397812,-11;-3;10,-7;-7;6,-14;0;3,-10;1;4
398084,,,,
398091,-12;-9;4,-11;-8;-7,-13;-5;-2,-9;-7;4
398358,,,,
398361,-15;-1;3,-12;-5;0,-16;0;4,-15;-3;5
398635,,,,
398643,-12;-1;1,-11;-4;0,-13;-4;-2,-13;-3;5
398909,,,,
398912,-12;-4;1,-10;-4;0,-10;-1;-3,-13;0;-1
399184,,,,
399187,-10;-3;-5,-8;0;-5,-11;3;3,-13;1;3
399459,,,,
399462,-8;4;0,-6;-3;-4,-6;-2;-3,-9;-1;-4
399731,,,,
399734,-9;6;-2,-7;3;-1,-2;0;-4,-3;0;3
400006,,,,
400008,-1;-3;2,-1;-6;3,-4;-4;5,-10;-4;0
400280,,,,
400283,-4;0;-1,-5;-1;5,0;-3;0,0;-1;-1
400562,,,,
400564,-3;-4;2,0;0;-5,-3;-6;-3,-2;0;3
400836,,,,
400839,0;-4;-2,0;-7;-2,0;-4;-7,-1;0;0
401112,,,,
401114,-1;-2;0,-3;-1;2,-1;1;4,-2;-2;4
401386,,,,
401389,3;-1;2,2;1;0,-1;4;3,2;0;0
401667,,,,
401670,0;-2;7,1;-4;-3,1;-1;3,-1;-1;-4
401938,,,,
401941,-1;-4;-2,-3;-2;1,-1;1;-1,-3;1;-4
402206,,,,
402214,1;-2;-1,-1;-1;0,1;0;-3,-2;5;12
402482,,,,
402484,-1;-3;4,-4;0;5,0;-4;1,2;-3;-2
402759,,,,
402766,-1;1;3,-1;0;-6,-5;0;0,-4;0;5
403038,,,,
403041,0;0;0,-5;-3;5,-2;1;-4,0;3;0
403311,,,,
403320,-1;2;0,0;0;0,3;-2;3,0;2;1
403584,,,,
403586,-1;-1;1,1;1;0,0;0;0,0;0;-5
403860,,,,
403863,2;-2;-2,-2;3;0,-1;-2;-1,-3;0;-2
404140,,,,
404142,-1;-1;5,-1;-1;5,-1;0;-4,-2;-5;-1
404412,,,,
404415,-3;4;-4,-4;0;0,-6;-2;4,-1;2;-4
404690,,,,
404692,-1;2;-9,0;-1;-5,2;0;-2,0;1;-3
404962,,,,
404965,-3;2;0,0;0;0,-2;0;0,1;1;-2
405233,,,,
405236,0;-3;2,-3;-1;3,-2;-2;4,-1;0;-2
405504,,,,
405506,0;-3;0,1;0;2,-2;-2;-3,-1;1;-3
405784,,,,
405786,0;-2;4,0;0;-1,0;0;0,-2;2;0
406054,,,,
406056,0;-2;-5,0;-5;5,0;-4;0,0;-2;-1
406329,,,,
406336,1;-3;0,0;-5;3,3;-4;-1,0;1;0
406604,,,,
406606,0;-1;5,0;-3;2,3;-5;5,0;0;13
406880,,,,
406889,4;-2;-4,0;-2;-1,1;-2;0,0;2;6
407155,,,,
407158,0;2;0,1;0;-4,-2;0;-2,0;1;-2
407431,,,,
407434,-1;0;-3,-4;0;1,-1;-4;-7,-1;2;-4
407705,,,,
407708,-1;3;2,0;-2;0,0;0;0,-1;-4;-2
407980,,,,
407983,-3;0;-8,0;-1;-1,0;0;0,-1;2;1
408264,,,,
408267,0;0;-1,0;-2;-1,0;2;-3,-3;0;-1
408530,,,,
408534,-3;0;-3,-2;1;0,-2;1;-1,-3;0;0
408806,,,,
408809,-3;1;-7,-2;-2;-8,-3;-2;-3,-3;-1;0
409082,,,,
409084,0;-2;-2,0;-2;0,-2;0;0,-1;-4;-1
409364,,,,
409366,-2;-1;-1,-3;-2;-4,-1;0;2,0;-2;2
409632,,,,
409634,-4;-1;1,-1;0;0,0;-1;0,-1;-1;0
409914,,,,
409916,-5;-2;1,-6;1;-3,-8;0;-3,-9;1;-5
410183,,,,
410185,-8;0;-2,-11;-3;-5,-10;0;-7,-13;-3;-4
410458,,,,
410467,-11;-2;-1,-15;0;-6,-15;-1;-2,-15;0;0
410733,,,,
410736,-17;-2;-1,-14;0;-2,-11;-5;-2,-20;-1;-4
411002,,,,
411010,-19;-5;-7,-13;0;-6,-21;0;-8,-18;-2;-8
411278,,,,
411281,-19;-1;-1,-15;-3;-4,-16;-4;-3,-18;-4;0
411554,,,,
411563,-18;-5;-2,-20;0;-5,-21;-3;-6,-16;-2;-2
411834,,,,
411837,-18;-6;-2,-17;0;-6,-19;-1;-4,-16;-4;-5
412103,,,,
412110,-17;-2;-4,-15;-1;-1,-20;-3;-1,-20;-1;-7
412379,,,,
412382,-21;-6;-1,-19;0;-4,-17;-2;-6,-20;1;-1
412655,,,,
412663,-20;3;0,-20;-2;-2,-19;1;-5,-19;7;-5
412936,,,,
412939,-18;1;-1,-24;2;-4,-22;0;0,-16;3;0
413204,,,,
413207,-16;-1;0,-15;2;-3,-20;4;0,-18;1;-2
413499,,,,
413502,-19;8;-2,-16;0;-9,-17;-2;0,-19;-1;-1
413772,,,,
413774,-24;0;-4,-21;2;0,-22;1;-1,-19;-5;-2
414055,,,,
414058,-20;0;-3,-19;2;0,-20;1;4,-23;4;0
414324,,,,
414326,-15;-1;0,-23;7;-10,-21;0;1,-20;-3;-5
414601,,,,
414604,-18;2;-11,-18;0;1,-20;-12;3,-22;-8;3
414872,,,,
414874,-20;0;0,-23;2;-2,-25;0;-2,-22;-1;-3
415153,,,,
415156,-24;4;-1,-23;-1;0,-14;-4;-11,-24;-5;1
415420,,,,
415423,-21;-5;0,-19;-4;-2,-17;-1;-4,-20;-6;1
415693,,,,
415696,-17;-4;-1,-18;-5;0,-19;-6;-5,-17;-6;-2
415964,,,,
415967,-18;-5;1,-18;-8;-7,-12;-8;0,-17;-6;0
416244,,,,
416247,-9;-9;-2,-16;-6;-3,-12;0;-2,-12;2;-2
416521,,,,
416524,-15;-1;0,-17;-2;-10,-17;0;-6,-14;0;-1
416800,,,,
416803,-17;-8;-3,-18;-2;-4,-15;-7;-7,-12;-9;-7
417064,,,,
417068,-17;-5;-1,-23;-4;-1,-21;-1;-4,-21;-4;1
417340,,,,
417348,-16;-4;0,-19;-3;-3,-19;-2;-5,-20;-5;-2
417622,,,,
417625,-16;-8;0,-20;-7;-3,-12;-11;-12,-14;-3;-3
417890,,,,
417897,-17;-3;-6,-12;-5;-2,-15;-3;-6,-19;0;-2
418159,,,,
418161,-11;-2;-6,-16;0;-7,-19;-2;-2,-15;0;-8
418428,,,,
418437,-17;-3;-6,-15;-4;-8,-15;-5;-4,-16;-4;0
418704,,,,
418707,-15;5;-9,-19;0;-7,-19;-4;-9,-18;3;-9
418978,,,,
418987,-14;0;-12,-16;2;-9,-22;-2;-2,-11;-1;-8
419255,,,,
419258,-17;-2;-8,-20;-2;-10,-12;0;-11,-22;-3;2
419529,,,,
419538,-17;2;-3,-15;2;-3,-12;9;-6,-16;-1;-7
419805,,,,
419808,-19;0;-6,-19;1;-4,-18;1;-5,-18;-1;-2
420079,,,,
420087,-11;0;-4,-10;2;-1,-14;0;-6,-13;-3;0
420355,,,,
420358,-9;-3;-3,-9;-4;0,-12;-5;-1,-13;-3;0
420618,,,,
420621,-9;-2;0,-15;0;-5,-12;-2;-2,-10;-6;-1
420905,,,,
420909,-10;-2;-11,-14;-2;-3,-6;-2;-7,-9;5;-6
421182,,,,
421184,-11;0;-6,-10;1;-3,-17;1;-1,-12;0;-7
421457,,,,
421460,-8;-5;0,-9;0;-5,-9;-4;-5,-10;-2;-5
421732,,,,
421734,-15;0;6,-7;-2;-8,-9;0;-7,-11;-1;-12
422008,,,,
422011,-7;0;-7,-7;-3;0,-7;-4;-5,-7;-6;-9
422282,,,,
422285,-5;-2;1,-8;-7;-2,-2;-2;-8,-8;-7;-4
422563,,,,
422566,-7;0;-3,-6;-1;-2,-4;0;-6,-6;-1;0
422833,,,,
422836,-7;2;0,-8;1;0,-5;-1;2,-1;-6;5
423108,,,,
423111,-4;1;1,-7;-2;0,-6;-4;0,-7;0;-4
423384,,,,
423387,0;0;-6,-3;0;-8,-2;0;-7,-2;0;-6
423663,,,,
423666,-5;6;-5,-7;2;-5,-2;5;-5,-5;2;-7
423930,,,,
423933,-5;3;-4,-5;2;-2,-3;9;-4,-3;2;-6
424199,,,,
424207,-1;9;-9,-4;3;-14,-7;5;-1,-2;9;-9
424480,,,,
424483,-4;7;-8,-6;3;-3,-3;4;0,-2;9;-6
424755,,,,
424762,-6;5;-2,-8;12;-6,-6;4;-4,-6;0;-1
425031,,,,
425034,-9;5;1,-5;8;-2,-6;0;-1,-5;0;0
425297,,,,
425306,-5;5;0,-5;0;0,-7;1;0,-6;3;-1
425572,,,,
425575,-9;5;-2,-5;0;-3,-7;-3;4,-6;5;0
425841,,,,
425844,-6;2;2,-6;5;0,-4;0;-8,-2;-3;-7
426118,,,,
426120,-8;-4;-1,-3;6;-2,-6;-2;-6,-5;0;1
426387,,,,
426390,-7;-2;2,-6;3;7,-9;3;2,-11;2;0
426670,,,,
426673,-6;2;-3,-6;4;-1,-7;1;0,-3;-1;2
426936,,,,
426939,-4;-2;0,-6;3;0,-4;-1;1,-5;1;3
427211,,,,
427214,-4;-1;0,-4;1;0,1;0;0,-2;0;0
427482,,,,
427484,-3;-2;-10,0;0;-6,-4;4;-4,-1;-1;-5
427763,,,,
427765,-5;0;3,-3;-2;-1,-1;-3;0,-2;-3;2
428038,,,,
428040,-1;0;1,-1;0;0,-2;0;5,-4;5;6
428309,,,,
428316,-7;5;3,-4;1;0,-1;0;-3,-2;5;2
428584,,,,
428587,-4;6;6,0;3;-25,-4;7;-7,-3;5;1
428858,,,,
428867,-3;2;0,1;2;0,1;2;1,0;2;3
429133,,,,
429136,-1;2;-3,1;6;-4,0;2;-6,-3;4;-3
429402,,,,
429409,1;6;-7,-1;10;-4,1;7;-8,0;8;-1
429670,,,,
429673,0;4;-5,1;7;-1,-1;3;-4,1;4;2
429952,,,,
429954,1;4;-1,-1;9;-5,-1;6;-2,3;10;-2
430228,,,,
430231,1;7;-1,0;4;-2,0;4;0,-1;13;-2
430498,,,,
430501,-1;10;3,-4;9;0,-1;14;-1,1;14;-3
430771,,,,
430774,2;8;-9,1;9;-3,1;12;0,1;6;1
431052,,,,
431055,1;9;-2,1;7;0,0;10;-3,0;10;-5
431353,,,,
431355,1;10;-5,-2;10;-3,0;9;-4,0;10;-3
431622,,,,
431625,-1;10;-6,-1;4;-3,2;8;-2,1;8;-2
431896,,,,
431898,-1;7;-5,-2;11;-6,-1;11;-4,1;10;-8
432161,,,,
432164,-3;12;-4,1;6;0,0;5;-4,0;7;3
432429,,,,
432438,0;-4;-4,0;1;1,0;1;0,0;-2;2
432704,,,,
432707,1;1;-5,3;1;-1,3;0;-4,1;2;-2
432980,,,,
432988,-2;5;-5,0;8;-1,-1;4;-1,1;6;-7
433255,,,,
433258,0;1;-2,7;5;-6,1;4;0,2;1;-1
433530,,,,
433567,0;4;2,1;8;0,1;8;0,1;6;10
433840,,,,
433843,0;8;2,0;6;3,0;5;8,0;6;9
434108,,,,
434111,0;5;-4,0;8;13,2;10;8,1;9;5
434391,,,,
434394,-1;8;0,0;7;0,-1;6;10,0;6;1
434657,,,,
434660,0;9;5,-5;7;7,0;11;6,-4;3;13
434932,,,,
434935,0;4;6,7;7;-1,4;8;-4,9;6;-6
435201,,,,
435204,7;11;3,6;9;-3,7;3;0,7;6;0
435474,,,,
435477,9;6;4,6;2;3,10;-5;6,9;0;5
435753,,,,
435757,6;0;0,14;1;5,5;0;3,11;6;4
436020,,,,
436028,8;4;1,5;3;1,6;7;6,10;1;7
436297,,,,
436299,7;1;9,6;-3;0,6;0;4,10;8;-3
436568,,,,
436576,7;0;1,6;-3;8,12;0;10,6;-5;5
436853,,,,
436855,6;1;-1,6;-6;-3,4;-4;2,5;-2;5
437121,,,,
437130,3;-7;1,6;-4;7,3;-10;7,8;-8;0
437397,,,,
437400,0;-6;7,5;-10;7,4;-13;7,10;-13;5
437668,,,,
437670,7;-13;1,6;-11;0,5;-8;4,9;-17;6
437951,,,,
437954,6;-17;9,7;-13;-3,8;-16;1,9;-15;3
438222,,,,
438224,3;-16;0,1;-21;1,3;-12;4,1;-11;5
438498,,,,
438501,4;-15;5,4;-8;4,2;-14;3,6;-16;4
438769,,,,
438771,6;-16;-1,9;-17;0,4;-16;1,4;-14;4
439042,,,,
439045,5;-16;-4,9;-14;-7,5;-16;-4,7;-15;0
439311,,,,
439314,4;-20;5,11;-14;-5,7;-6;-7,9;-17;-2
439585,,,,
439588,9;-19;5,12;-20;7,11;-15;-5,10;-16;0
439851,,,,
439854,12;-14;1,11;-13;3,14;-15;1,15;-12;9
440123,,,,
440126,15;-19;4,11;-11;0,15;-13;9,17;-13;10
440387,,,,
440390,16;-11;3,16;-11;0,17;-17;4,13;-11;3
440663,,,,
440671,17;-12;4,16;-9;0,14;-8;3,18;-9;7
440938,,,,
440941,15;-7;4,19;-6;9,11;-10;5,17;-5;5
441208,,,,
441217,18;-8;6,16;-5;5,21;-4;5,22;-3;2
441482,,,,
441485,14;-5;4,14;-4;3,17;-3;-3,19;-2;2
441758,,,,
441766,18;-2;5,13;0;8,20;-7;5,18;-5;2
442039,,,,
