,index,acc1,acc2,acc3,acc4,duration,utcdate
1328,224513,12;-15;2,13;-13;3,11;-14;2,12;-14;3,224513,2021-11-17
1329,224779,,,,,224779,2021-11-17
1330,224781,13;-14;3,12;-15;2,13;-15;2,12;-14;2,224781,2021-11-17
1331,225053,,,,,225053,2021-11-17
1332,225056,13;-14;2,12;-14;2,12;-14;2,12;-15;2,225056,2021-11-17
1333,225316,,,,,225316,2021-11-17
1334,225319,12;-14;3,11;-14;2,12;-14;2,12;-15;2,225319,2021-11-17
1335,225590,,,,,225590,2021-11-17
1336,225593,12;-14;3,12;-15;2,12;-14;2,12;-14;3,225593,2021-11-17
1337,225854,,,,,225854,2021-11-17
1338,225857,13;-14;3,12;-14;3,12;-14;2,11;-15;1,225857,2021-11-17
1339,226117,,,,,226117,2021-11-17
1340,226126,12;-14;3,11;-15;3,12;-15;2,12;-14;2,226126,2021-11-17
1341,226386,,,,,226386,2021-11-17
1342,226390,12;-15;2,12;-15;2,12;-14;3,13;-14;3,226390,2021-11-17
1343,226656,,,,,226656,2021-11-17
1344,226663,12;-14;2,12;-15;3,13;-14;2,12;-14;2,226663,2021-11-17
1345,226925,,,,,226925,2021-11-17
1346,226927,12;-15;2,12;-14;2,12;-14;3,12;-14;3,226927,2021-11-17
1347,227193,,,,,227193,2021-11-17
1348,227196,12;-14;2,12;-15;3,12;-14;3,12;-14;2,227196,2021-11-17
1349,227469,,,,,227469,2021-11-17
1350,227471,12;-14;3,13;-14;3,12;-14;2,13;-14;2,227471,2021-11-17
1351,227731,,,,,227731,2021-11-17
1352,227734,12;-14;3,12;-15;2,12;-15;2,12;-15;2,227734,2021-11-17
1353,228006,,,,,228006,2021-11-17
1354,228009,12;-15;2,13;-15;2,13;-14;4,12;-14;2,228009,2021-11-17
1355,228270,,,,,228270,2021-11-17
1356,228272,12;-14;2,12;-14;2,12;-15;3,12;-15;3,228272,2021-11-17
1357,228538,,,,,228538,2021-11-17
1358,228541,12;-14;3,12;-14;2,12;-14;3,12;-15;3,228541,2021-11-17
1359,228801,,,,,228801,2021-11-17
1360,228804,11;-14;2,13;-14;2,12;-14;2,13;-14;3,228804,2021-11-17
1361,229074,,,,,229074,2021-11-17
1362,229078,11;-14;2,12;-14;3,12;-14;2,12;-15;3,229078,2021-11-17
