,acc1,acc2,acc3,acc4,duration
316563,14;5;2,14;4;1,14;5;2,15;5;3,316563
316823,,,,,316823
316826,14;5;3,15;4;3,14;3;2,14;3;3,316826
317099,,,,,317099
317101,16;4;2,14;4;3,13;5;4,14;6;2,317101
317361,,,,,317361
317364,14;4;2,16;4;3,15;4;3,14;4;2,317364
317629,,,,,317629
317631,15;4;0,15;5;3,14;4;1,15;5;2,317631
317893,,,,,317893
317896,13;5;2,15;5;3,14;5;2,14;5;2,317896
318155,,,,,318155
318163,16;4;1,14;5;2,15;4;2,14;4;3,318163
318424,,,,,318424
318427,15;5;3,15;5;5,15;5;3,13;6;3,318427
318687,,,,,318687
318695,15;5;2,14;5;4,15;5;1,15;4;2,318695
318956,,,,,318956
318959,15;4;3,16;6;2,15;4;4,14;6;3,318959
319219,,,,,319219
319221,15;4;2,14;5;1,14;5;1,13;5;1,319221
319613,,,,,319613
319616,14;6;1,13;4;2,13;6;0,14;5;3,319616
319876,,,,,319876
319879,15;5;2,14;4;1,15;4;3,14;5;4,319879
320149,,,,,320149
320152,13;5;3,14;4;1,16;4;3,15;5;5,320152
320414,,,,,320414
320416,15;4;4,14;5;2,14;4;2,15;4;5,320416
320677,,,,,320677
320686,15;5;2,14;6;4,14;5;3,14;6;1,320686
320946,,,,,320946
320949,15;4;2,15;6;1,14;5;1,15;4;3,320949
321504,,,,,321504
321507,14;5;2,13;4;1,16;4;2,14;5;4,321507
328070,,,,,328070
328073,15;7;3,15;4;2,14;4;4,15;5;1,328073
328340,,,,,328340
328342,14;6;3,14;4;3,15;4;3,14;6;3,328342
328768,,,,,328768
328770,14;5;1,15;3;4,15;6;3,16;5;0,328770
329034,,,,,329034
329037,15;4;2,14;4;2,14;5;4,14;5;3,329037
329303,,,,,329303
329311,14;5;3,14;5;2,12;5;3,15;5;3,329311
329572,,,,,329572
329574,14;6;3,14;6;4,15;4;3,13;6;3,329574
329840,,,,,329840
329849,15;6;2,15;4;2,14;5;2,15;4;4,329849
330109,,,,,330109
330113,14;6;2,14;5;3,14;4;2,16;5;3,330113
330379,,,,,330379
330382,13;6;2,15;4;2,16;3;3,15;5;2,330382
330647,,,,,330647
330650,15;5;3,16;4;3,15;5;3,14;6;3,330650
330910,,,,,330910
330913,15;4;2,14;4;3,14;5;3,14;5;3,330913
331186,,,,,331186
331189,15;5;2,14;4;1,15;3;1,15;5;2,331189
331449,,,,,331449
331451,15;3;4,14;4;2,14;5;1,15;4;2,331451
331712,,,,,331712
331719,14;6;3,15;5;3,15;4;4,13;5;2,331719
331986,,,,,331986
331990,14;5;4,14;4;2,14;6;3,14;4;1,331990
332250,,,,,332250
332258,13;5;3,14;3;3,14;6;2,13;4;3,332258
332519,,,,,332519
332521,15;5;3,13;4;1,15;5;2,14;5;2,332521
332787,,,,,332787
332790,14;5;2,14;5;2,16;5;3,15;4;1,332790
333063,,,,,333063
333065,15;4;2,14;6;1,15;5;3,13;5;3,333065
333327,,,,,333327
333329,15;4;3,14;5;3,15;5;4,14;4;1,333329
333600,,,,,333600
333603,14;6;1,14;4;1,15;4;3,14;4;3,333603
333865,,,,,333865
333869,14;5;3,15;5;3,15;5;6,14;5;3,333869
334143,,,,,334143
334146,14;5;2,15;5;2,14;3;4,15;3;2,334146
334414,,,,,334414
334417,14;5;3,16;5;3,15;6;2,15;4;3,334417
334684,,,,,334684
334692,13;5;1,14;5;1,14;4;3,14;4;5,334692
334958,,,,,334958
334961,13;5;1,15;4;3,15;6;3,16;5;3,334961
335227,,,,,335227
335230,16;4;1,15;4;2,14;6;3,13;6;2,335230
335500,,,,,335500
335502,14;4;2,15;5;3,14;5;1,15;4;2,335502
335765,,,,,335765
335768,13;5;3,16;5;4,14;3;2,15;4;2,335768
336034,,,,,336034
336037,14;3;2,15;5;3,15;4;2,15;5;3,336037
336310,,,,,336310
336312,15;6;4,14;5;2,15;4;1,15;5;4,336312
336583,,,,,336583
336585,15;5;2,14;5;2,14;5;2,15;4;1,336585
336856,,,,,336856
336858,14;4;1,15;5;2,13;5;1,13;5;2,336858
337126,,,,,337126
337135,14;5;1,15;5;3,15;4;2,14;6;3,337135
337399,,,,,337399
337402,14;5;2,15;5;4,15;4;2,15;3;1,337402
337668,,,,,337668
337675,15;5;1,15;6;2,14;4;1,15;4;2,337675
337942,,,,,337942
337945,14;5;3,14;4;3,13;4;1,14;4;1,337945
338208,,,,,338208
338211,15;5;3,14;6;2,15;5;3,14;5;2,338211
338493,,,,,338493
338496,15;5;2,15;5;3,13;3;3,15;5;4,338496
338755,,,,,338755
338758,14;4;4,14;4;3,14;4;3,14;4;2,338758
339027,,,,,339027
339031,15;5;3,13;6;2,13;4;1,13;4;1,339031
339295,,,,,339295
339297,14;5;2,16;5;3,13;5;2,14;4;3,339297
339562,,,,,339562
339570,15;4;2,15;5;3,15;4;2,13;5;2,339570
339832,,,,,339832
339835,15;4;3,15;5;3,14;5;2,14;5;2,339835
340107,,,,,340107
340115,14;5;5,15;3;2,14;3;2,14;5;2,340115
340377,,,,,340377
340380,15;6;1,14;5;1,16;6;5,14;4;2,340380
340645,,,,,340645
340647,14;6;2,14;6;2,14;5;2,15;5;2,340647
340914,,,,,340914
340917,15;5;3,14;5;2,15;4;2,14;5;3,340917
341185,,,,,341185
341188,15;5;4,14;4;3,15;4;3,14;5;3,341188
341467,,,,,341467
341469,14;5;3,15;5;3,14;5;1,14;4;1,341469
341734,,,,,341734
341737,14;5;5,14;5;1,15;4;3,14;4;1,341737
342013,,,,,342013
342017,15;5;3,14;4;3,15;5;2,14;6;4,342017
342278,,,,,342278
342281,16;5;3,14;4;3,15;4;2,14;5;2,342281
342547,,,,,342547
342554,13;5;0,15;4;2,15;4;2,14;4;2,342554
342816,,,,,342816
342819,15;5;2,15;6;2,14;4;0,14;5;1,342819
343085,,,,,343085
343094,14;6;2,14;5;3,13;7;4,14;4;2,343094
343354,,,,,343354
343357,14;5;2,15;5;3,15;5;1,14;6;1,343357
343623,,,,,343623
343626,13;5;3,13;5;4,14;4;1,14;4;2,343626
343898,,,,,343898
343901,14;5;2,15;4;2,15;5;2,15;3;1,343901
344161,,,,,344161
344164,13;5;2,13;4;2,15;5;2,15;4;3,344164
344430,,,,,344430
344432,14;5;3,15;4;1,14;6;2,14;5;4,344432
344693,,,,,344693
344696,14;4;4,13;5;3,14;6;1,14;5;2,344696
344962,,,,,344962
344970,14;5;3,14;4;4,15;5;2,14;3;2,344970
345231,,,,,345231
345234,14;3;3,15;5;1,14;4;4,15;6;3,345234
345500,,,,,345500
345508,14;5;4,15;5;1,14;5;0,14;6;1,345508
345769,,,,,345769
345772,14;5;4,14;5;2,14;5;3,15;2;2,345772
346038,,,,,346038
346041,16;5;3,15;6;2,14;4;1,13;5;2,346041
346394,,,,,346394
346397,15;5;1,15;5;4,15;5;2,14;4;1,346397
346657,,,,,346657
346659,15;4;2,14;5;2,14;4;3,14;5;1,346659
346926,,,,,346926
346929,15;6;2,13;5;4,15;5;5,14;5;2,346929
347189,,,,,347189
347192,14;4;3,14;4;3,14;4;3,14;4;1,347192
347452,,,,,347452
347459,14;4;1,15;5;3,14;6;2,15;4;2,347459
347721,,,,,347721
347723,15;5;2,15;4;2,13;3;3,13;4;1,347723
347990,,,,,347990
347999,14;4;3,14;4;2,15;4;3,15;4;4,347999
348259,,,,,348259
348262,15;5;2,14;5;0,15;6;2,14;5;4,348262
348528,,,,,348528
348530,15;5;2,14;5;1,14;5;3,14;4;4,348530
348796,,,,,348796
348800,13;5;2,14;6;2,15;5;3,15;4;4,348800
349066,,,,,349066
349069,14;5;3,15;6;3,14;5;1,13;5;3,349069
349341,,,,,349341
349343,14;4;2,14;5;3,15;4;1,14;5;3,349343
349603,,,,,349603
349606,14;5;3,14;5;3,15;5;2,15;4;3,349606
349872,,,,,349872
349874,16;4;2,14;6;3,16;5;2,16;4;3,349874
350136,,,,,350136
350139,15;5;2,13;6;3,13;5;1,15;4;2,350139
350405,,,,,350405
350413,13;5;2,14;5;0,14;5;2,15;4;2,350413
350673,,,,,350673
350676,14;4;2,15;4;3,14;4;2,14;5;2,350676
350943,,,,,350943
350950,14;4;1,15;4;2,14;5;2,15;4;3,350950
351500,,,,,351500
351503,14;4;3,13;4;2,14;4;2,13;4;3,351503
